# doc_id: p1074_35556038062691
# work_id: 
# title: San Jose community development block grant 3-year plan, July 1978-June 1981 : environmental impact statement.
# pass: reveal
# source: run_manifest.json
# artifact_stage: v1
# grade options: correct|minor_issue|wrong|cant_tell
# REVEAL PASS (MCAL_PLAN 7 Q5). critic_verdict, critic_failure_tag and critic_notes are shown for META-ANALYSIS ONLY. Fill this sheet only after the blind pass is complete. The Critic's notes are in critic_notes; your_notes is yours.
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote located on the cited page +/-2 (OCR-normalized, mcal/quote_check.py); mixed = partially supported; no = not located.
# your_failure_tag: one tag from the tags[<field>] line below matching this row's field, or blank if your_grade is 'correct'. Leave blank rather than guessing -- an untagged defect is a signal that the taxonomy needs a new code.
# soi_useful (yes|no): fill ONCE, on the summary_of_interest row. Did summary_of_interest tell you something the standard summary.* fields did not? An empty summary_of_interest is a correct result for a routine document, so 'no' on an empty list is not a criticism of the field.
# extracted_value and quote are NOT truncated (MCAL_PLAN 6 acceptance item 4: gradable without opening another file).
# tags[title]: T04_undefined_acronym
# tags[year]: T11_year_ocr_error
# tags[eis_type]: T12_eis_type_confused_with_rod
# tags[lead_agency]: T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator
# tags[summary.overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.project_description]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.affected_community]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.alternatives_overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.environmental_impact]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.public_response]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary_of_interest]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T17_manufactured_salience, T18_salience_duplicates_summary, T19_scope_qualifier_dropped
# tags[alternatives]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T10_alternatives_chapter_missed
# tags[themes]: T03_outside_text_fabrication, T04_undefined_acronym
# tags[location]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T06_geocode_missing, T07_geocode_wrong_specificity, T08_scope_misclassified_national, T09_multi_site_partial_geocode, T14_regional_scope_underspecified
# tags[key_people]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator, T13_pre_1978_nepa_format, T20_role_bucket_underpopulated

field,extracted_value,quote,source_pages,quote_verified,critic_verdict,critic_failure_tag,critic_notes,model_confidence,your_grade,your_failure_tag,your_notes,soi_useful
summary_of_interest[0],"{""claim"": ""The dikes protecting the Alviso neighborhood — which sits partly below river level due to up to 13 feet of historical land subsidence — were originally built to contain salt evaporation ponds, not to protect an urban population, and Alviso has already flooded four times (1955, 1958, 1963, 1968) without any of those events reaching the 100-year flood level the dikes are notionally rated against."", ""salience_criterion"": ""unusual_impact"", ""page"": 22, ""evidence_quote"": ""The system of dikes, which presently protects the northern portion of the Alviso area and the town of Alviso, was built for salt pond retention and was not constructed to standards generally acceptable for the protection of life and property in an urban environment."", ""why_notable"": ""The Environmental Impact Statement (EIS) documents that an entire residential neighborhood targeted for federally funded rehabilitation depends on infrastructure that was not engineered to protect people, an atypical baseline hazard for a housing rehab program.""}","[p.22] The system of dikes, which presently protects the northern portion of the Alviso area and the town of Alviso, was built for salt pond retention and was not constructed to standards generally acceptable for the protection of life and property in an urban environment.",22,yes,HUMAN_REVIEW,T03_outside_text_fabrication,"Multiple entries contain fabricated or unsupported specifics. Entry 1: The claim asserts Alviso 'sits partly below river level due to up to 13 feet of historical land subsidence' — the '13 feet' subsidence figure does not appear on page 22 (nor on cited pages). The four flood dates (1955, 1958, 1963, 1968) appear on page 24, not page 22. Entry 2: The claim states the Silver Creek Fault runs under ; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.650,,,,
summary_of_interest[1],"{""claim"": ""The Silver Creek Fault zone runs directly under 100% of developed Alviso and roughly half of the Northside target area, but because it is classified only as 'potentially active' rather than 'active,' California's Alquist-Priolo fault-zoning law does not apply and no setback restrictions govern Community Development Block Grant (CDBG) construction there."", ""salience_criterion"": ""contested"", ""page"": 135, ""evidence_quote"": ""Since the only fault directly affecting structures in CNRA's is classified as potentially active, (Silver Creek Fault), this state law does not apply."", ""why_notable"": ""The document flags a regulatory gap in which a fault the Environmental Impact Statement (EIS) itself describes as underlying most of two target neighborhoods falls outside the state's principal earthquake siting statute.""}","[p.135] Since the only fault directly affecting structures in CNRA's is classified as potentially active, (Silver Creek Fault), this state law does not apply.",135,yes,HUMAN_REVIEW,T03_outside_text_fabrication,"Multiple entries contain fabricated or unsupported specifics. Entry 1: The claim asserts Alviso 'sits partly below river level due to up to 13 feet of historical land subsidence' — the '13 feet' subsidence figure does not appear on page 22 (nor on cited pages). The four flood dates (1955, 1958, 1963, 1968) appear on page 24, not page 22. Entry 2: The claim states the Silver Creek Fault runs under ; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.650,,,,
summary_of_interest[2],"{""claim"": ""Steering Committee members openly resisted using Community Development Block Grant (CDBG) funds to support the city's own Redevelopment Agency's San Antonio Plaza project, telling the agency to cut investment or find other funding — yet the Environmental Impact Statement (EIS)'s no-project alternative argues that walking away would leave the city with 'a serious financial obligation' from that same partially completed redevelopment."", ""salience_criterion"": ""contested"", ""page"": 172, ""evidence_quote"": ""Steering Committee members suggested that the Agency either reduce some project area investments and/or seek alternative funding sources, thereby reducing the need for Block Grant money."", ""why_notable"": ""The record shows the citizen advisory body and the city administration in visible tension over whether block-grant money for low-income neighborhoods should backstop a downtown redevelopment project.""}","[p.172] Steering Committee members suggested that the Agency either reduce some project area investments and/or seek alternative funding sources, thereby reducing the need for Block Grant money.",172,yes,HUMAN_REVIEW,T03_outside_text_fabrication,"Multiple entries contain fabricated or unsupported specifics. Entry 1: The claim asserts Alviso 'sits partly below river level due to up to 13 feet of historical land subsidence' — the '13 feet' subsidence figure does not appear on page 22 (nor on cited pages). The four flood dates (1955, 1958, 1963, 1968) appear on page 24, not page 22. Entry 2: The claim states the Silver Creek Fault runs under ; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.650,,,,
summary_of_interest[3],"{""claim"": ""Environmental Protection Agency (EPA) Region IX rated the Draft Environmental Impact Statement (EIS) 'LO-2' — Lack of Objections on impact but Insufficient Information on the statement itself — and specifically demanded more analysis of how the program would affect Highways 101, 17, and 280, which EPA said were already carrying traffic beyond their capacity."", ""salience_criterion"": ""contested"", ""page"": 12, ""evidence_quote"": ""Highways 101, 17, and 280 are currently experiencing traffic volumes beyond road capacity. How will this project affect traffic flows/congestion on these roads?"", ""why_notable"": ""A federal reviewing agency formally judged the draft analytically incomplete on regional transportation, air quality, dikes, and flooding — a substantive challenge to the document's adequacy.""}","[p.12] Highways 101, 17, and 280 are currently experiencing traffic volumes beyond road capacity. How will this project affect traffic flows/congestion on these roads?",12,yes,HUMAN_REVIEW,T03_outside_text_fabrication,"Multiple entries contain fabricated or unsupported specifics. Entry 1: The claim asserts Alviso 'sits partly below river level due to up to 13 feet of historical land subsidence' — the '13 feet' subsidence figure does not appear on page 22 (nor on cited pages). The four flood dates (1955, 1958, 1963, 1968) appear on page 24, not page 22. Entry 2: The claim states the Silver Creek Fault runs under ; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.650,,,,
summary_of_interest[4],"{""claim"": ""The city plans to deal with houses too far gone to repair by literally moving city-owned replacement dwellings — auctioned off from the airport clearance area — onto the cleared lots, rather than building new structures."", ""salience_criterion"": ""novel_alternative"", ""page"": 130, ""evidence_quote"": ""Reuse of the sites of demolitions is limited to residential, primarily with \""move-ons\"" of existing dwelling units."", ""why_notable"": ""House-relocation as the default replacement strategy for demolished units is an atypical rehousing mechanism and is codified in the appendix procedure as the standard path for permanent relocation.""}","[p.130] Reuse of the sites of demolitions is limited to residential, primarily with ""move-ons"" of existing dwelling units.",130,yes,HUMAN_REVIEW,T03_outside_text_fabrication,"Multiple entries contain fabricated or unsupported specifics. Entry 1: The claim asserts Alviso 'sits partly below river level due to up to 13 feet of historical land subsidence' — the '13 feet' subsidence figure does not appear on page 22 (nor on cited pages). The four flood dates (1955, 1958, 1963, 1968) appear on page 24, not page 22. Entry 2: The claim states the Silver Creek Fault runs under ; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.650,,,,
summary_of_interest[5],"{""claim"": ""The Parks and Recreation Director asked the city to strike an entire passage of the Draft EIR discussing park-development impacts, calling its conclusions 'spurious,' and separately demanded deletion of a sentence claiming an EIR had already been prepared for Plata Arroyo Park."", ""salience_criterion"": ""contested"", ""page"": 5, ""evidence_quote"": ""This discussion draws spurious conclusions related to the potential impacts of park development which vary with park size, location, community attitudes and a variety of other factors."", ""why_notable"": ""A city department publicly repudiated portions of its own city's Draft EIR as analytically unsound, and the Final EIR incorporated those deletions.""}","[p.5] This discussion draws spurious conclusions related to the potential impacts of park development which vary with park size, location, community attitudes and a variety of other factors.",5,yes,HUMAN_REVIEW,T03_outside_text_fabrication,"Multiple entries contain fabricated or unsupported specifics. Entry 1: The claim asserts Alviso 'sits partly below river level due to up to 13 feet of historical land subsidence' — the '13 feet' subsidence figure does not appear on page 22 (nor on cited pages). The four flood dates (1955, 1958, 1963, 1968) appear on page 24, not page 22. Entry 2: The claim states the Silver Creek Fault runs under ; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.650,,,,
alternatives,[],,,,HUMAN_REVIEW,T10_alternatives_chapter_missed,"The extracted value is an empty list with no cited pages and no explicit 'alternatives_chapter_not_found' status. This is a silent empty list, which is never acceptable per the field-specific rules. A fresh extraction of the alternatives chapter is warranted.; evidence_quote_null_consistent_with_RE_EXTRACT; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.150,,,,
themes,"{""themes"": [""Urban Development"", ""Governance and Institutional Control""], ""subthemes"": [""Housing, Planning, and Built Environment"", ""Urban Expansion and Land Use Change"", ""Environmental Regulation and Policy"", ""Institutional Power and Resource Management""]}","[p.1, 47, 48] three-year housing and Community Development Plan for the City of San Jose. The plan has been developed for local implementation with federal funding pursuant to the Housing and Community Development Act of 1977","1, 47, 48",yes,HUMAN_REVIEW,,gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
location.places[0],"{""name"": ""City of San Jose"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}",[p.1] COMMUNITY DEVELOPMENT BLOCK GRANT THREE YEAR PLAN JULY 1978 - JUNE 1981,1,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[1],"{""name"": ""Alviso"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}",[p.6] The Alviso National Register Historic District is adjacent to the Alviso Project Area.,6,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[2],"{""name"": ""Olinder neighborhood"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": ""Olinder"", ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}",[p.6] Santa Clara County Archeological Site #230 is located in the vicinity of the Olinder neighborhood.,6,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
