# doc_id: p1074_35556036854040
# work_id: 
# title: Crow Indian ceded area, tracts II and III : environmental impact statement.
# pass: reveal
# source: run_manifest.json
# artifact_stage: v1
# grade options: correct|minor_issue|wrong|cant_tell
# REVEAL PASS (MCAL_PLAN 7 Q5). critic_verdict, critic_failure_tag and critic_notes are shown for META-ANALYSIS ONLY. Fill this sheet only after the blind pass is complete. The Critic's notes are in critic_notes; your_notes is yours.
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote located on the cited page +/-2 (OCR-normalized, mcal/quote_check.py); mixed = partially supported; no = not located.
# your_failure_tag: one tag from the tags[<field>] line below matching this row's field, or blank if your_grade is 'correct'. Leave blank rather than guessing -- an untagged defect is a signal that the taxonomy needs a new code.
# soi_useful (yes|no): fill ONCE, on the summary_of_interest row. Did summary_of_interest tell you something the standard summary.* fields did not? An empty summary_of_interest is a correct result for a routine document, so 'no' on an empty list is not a criticism of the field.
# extracted_value and quote are NOT truncated (MCAL_PLAN 6 acceptance item 4: gradable without opening another file).
# tags[title]: T04_undefined_acronym
# tags[year]: T11_year_ocr_error
# tags[eis_type]: T12_eis_type_confused_with_rod
# tags[lead_agency]: T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator
# tags[summary.overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.project_description]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.affected_community]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.alternatives_overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.environmental_impact]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.public_response]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary_of_interest]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T17_manufactured_salience, T18_salience_duplicates_summary, T19_scope_qualifier_dropped
# tags[alternatives]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T10_alternatives_chapter_missed
# tags[themes]: T03_outside_text_fabrication, T04_undefined_acronym
# tags[location]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T06_geocode_missing, T07_geocode_wrong_specificity, T08_scope_misclassified_national, T09_multi_site_partial_geocode, T14_regional_scope_underspecified
# tags[key_people]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator, T13_pre_1978_nepa_format, T20_role_bucket_underpopulated

field,extracted_value,quote,source_pages,quote_verified,critic_verdict,critic_failure_tag,critic_notes,model_confidence,your_grade,your_failure_tag,your_notes,soi_useful
summary_of_interest[0],"{""claim"": ""The Environmental Impact Statement (EIS) exists only because a federal court forced it: in Cady v. Morton the U.S. District Court ruled Interior's 1972 and 1974 lease approvals were 'major federal actions' requiring a full EIS and enjoined most further mining, ordering the Secretary to reconsider the leases 'without giving consideration to investments or commitments made by Westmoreland Resources' under the interim 770-acre plan."", ""salience_criterion"": ""precedent"", ""page"": null, ""evidence_quote"": ""the Secretary of the Interior must prepare an environmental impact statement satisfying the requirements of the National Environmental Policy Act on these leases and then, on the basis of that statement, fully reconsider whether to approve the leases without giving consideration to investments or commitments made by Westmoreland Resources under the five-year plan on the 770-acre tract"", ""why_notable"": ""The court explicitly directed the Secretary to disregard sunk investment when reconsidering the leases — an unusually strong National Environmental Policy Act (NEPA) remedy that reframes an already-operating mine as a fully reviewable federal action.""}","[no page cited] [NO] the Secretary of the Interior must prepare an environmental impact statement satisfying the requirements of the National Environmental Policy Act on these leases and then, on the basis of that statement, fully reconsider whether to approve the leases without giving consideration to investments or commitments made by Westmoreland Resources under the five-year plan on the 770-acre tract",,no,HUMAN_REVIEW,T01_missing_citation,"Entry 1 (Cady v. Morton precedent) has page=null and the quote is not found on the provided evidence pages — the extractor flagged quote_verified=false. The claim about the court ordering the Secretary to disregard 'investments or commitments' is not verifiable from cited pages. Additionally, Entry 3 mischaracterizes evidence: p.20 supports the August 1974 petition, but the claim of a September 19; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.400,,,,
summary_of_interest[1],"{""claim"": ""On January 31, 1976 — while this Environmental Impact Statement (EIS) was being drafted — the Crow Tribal Council asserted sweeping regulatory authority over the project area, adopting a Land Use Zoning Ordinance claiming 'sole regulatory power' within reservation boundaries, an Environmental Health and Sanitation Ordinance with air-quality standards comparable to Montana's, a Law and Order Code, and a 25% license tax on all coal produced on the reservation and Ceded Area."", ""salience_criterion"": ""cross_jurisdictional"", ""page"": 177, ""evidence_quote"": ""At the January 31, 1976, Tribal Council meeting, the tribe adopted, \""an Ordinance creating a method for the Taxation of coal by the Crow Tribe, and known as the Crow Tribal Taxation Code\"". This ordinance, if approved by the Department of the Interior would authorize the Crow Tribe to levy a license tax of 25 percent of the contract sales price of all coal produced on the Crow Reservation and Ceded Area."", ""why_notable"": ""A 25% tribal severance tax plus tribal air-quality and zoning regimes overlapping state and federal jurisdiction is an unusually aggressive assertion of tribal sovereignty tied directly to the leases under review.""}","[p.177] At the January 31, 1976, Tribal Council meeting, the tribe adopted, ""an Ordinance creating a method for the Taxation of coal by the Crow Tribe, and known as the Crow Tribal Taxation Code"". This ordinance, if approved by the Department of the Interior would authorize the Crow Tribe to levy a license tax of 25 percent of the contract sales price of all coal produced on the Crow Reservation and Ceded Area.",177,yes,HUMAN_REVIEW,T01_missing_citation,"Entry 1 (Cady v. Morton precedent) has page=null and the quote is not found on the provided evidence pages — the extractor flagged quote_verified=false. The claim about the court ordering the Secretary to disregard 'investments or commitments' is not verifiable from cited pages. Additionally, Entry 3 mischaracterizes evidence: p.20 supports the August 1974 petition, but the claim of a September 19; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.400,,,,
summary_of_interest[2],"{""claim"": ""The Crow Tribe itself sued Interior in September 1975 to cancel essentially all Crow coal leases and permits except Westmoreland's, and had earlier petitioned to set aside the Westmoreland leases, alleging the Bureau of Indian Affairs (BIA) — the very agency now writing this Environmental Impact Statement (EIS) — had failed to exercise its trust responsibility."", ""salience_criterion"": ""contested"", ""page"": 20, ""evidence_quote"": ""In August, 1974, the Crow Tribe petitioned the Department of the Interior to have the Westmoreland Resources leases set aside, alleging the Bureau of Indian Affairs had failed to properly exercise its trust"", ""why_notable"": ""The trustee-beneficiary relationship between Bureau of Indian Affairs (BIA) and the Crow Tribe is openly adversarial in the record, an unusual posture for the lead agency preparing an Environmental Impact Statement (EIS) on its own trust action.""}","[p.20] In August, 1974, the Crow Tribe petitioned the Department of the Interior to have the Westmoreland Resources leases set aside, alleging the Bureau of Indian Affairs had failed to properly exercise its trust",20,yes,HUMAN_REVIEW,T01_missing_citation,"Entry 1 (Cady v. Morton precedent) has page=null and the quote is not found on the provided evidence pages — the extractor flagged quote_verified=false. The claim about the court ordering the Secretary to disregard 'investments or commitments' is not verifiable from cited pages. Additionally, Entry 3 mischaracterizes evidence: p.20 supports the August 1974 petition, but the claim of a September 19; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.400,,,,
summary_of_interest[3],"{""claim"": ""The Tribe is deeply divided about the project it nominally owns: a tribal survey found Crow members roughly evenly split on coal development and 'greatly deficient in knowledge,' while over 80% of surveyed Hardin (non-Indian) residents favored the mine and about 80% of nine ranching families opposed it as incompatible with ranching."", ""salience_criterion"": ""contested"", ""page"": 196, ""evidence_quote"": ""The most apparent conclusions drawn from this survey were that the Crow population is greatly deficient in knowledge about coal related development, and that Tribal members are about evenly split as to favoring or not favoring coal development."", ""why_notable"": ""The three principal affected constituencies — the Crow, Hardin townspeople, and area ranchers — hold sharply divergent views, and the coal owners themselves are ambivalent.""}","[p.196] The most apparent conclusions drawn from this survey were that the Crow population is greatly deficient in knowledge about coal related development, and that Tribal members are about evenly split as to favoring or not favoring coal development.",196,yes,HUMAN_REVIEW,T01_missing_citation,"Entry 1 (Cady v. Morton precedent) has page=null and the quote is not found on the provided evidence pages — the extractor flagged quote_verified=false. The claim about the court ordering the Secretary to disregard 'investments or commitments' is not verifiable from cited pages. Additionally, Entry 3 mischaracterizes evidence: p.20 supports the August 1974 petition, but the claim of a September 19; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.400,,,,
summary_of_interest[4],"{""claim"": ""The Environmental Impact Statement (EIS) quantifies wholesale destruction of shallow groundwater: 'All aquifers above the base of the Robinson coal will be destroyed in mined areas,' affecting roughly 25,000 acres, with about 26,000 acre-feet of Madison Formation groundwater also irretrievably committed and 90 springs at risk in a region where livestock depend on shallow wells for 90% of groundwater use."", ""salience_criterion"": ""large_magnitude"", ""page"": 419, ""evidence_quote"": ""All aquifers above the base of the Robinson coal will be destroyed in mined areas."", ""why_notable"": ""Total destruction of the shallow aquifer system across 25,000 acres in a semi-arid ranching landscape where 90% of groundwater goes to livestock is a categorical, not incremental, hydrologic loss.""}",[p.419] All aquifers above the base of the Robinson coal will be destroyed in mined areas.,419,yes,HUMAN_REVIEW,T01_missing_citation,"Entry 1 (Cady v. Morton precedent) has page=null and the quote is not found on the provided evidence pages — the extractor flagged quote_verified=false. The claim about the court ordering the Secretary to disregard 'investments or commitments' is not verifiable from cited pages. Additionally, Entry 3 mischaracterizes evidence: p.20 supports the August 1974 petition, but the claim of a September 19; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.400,,,,
summary_of_interest[5],"{""claim"": ""The Montana Department of State Lands told the Environmental Impact Statement (EIS) team on the record that federal strip-mine laws are not being enforced at other Montana coal operations because the federal government lacks a coordinated enforcement policy — a candid state-agency indictment of the very federal regime that would police these leases."", ""salience_criterion"": ""contested"", ""page"": 387, ""evidence_quote"": ""the Montana Department of State Lands (Brace Hayden, Written Comm. April 23, 1976) has stated that the Public Laws, U.S. Codes, and Federal Regulations are not being enforced at other coal operations in Montana."", ""why_notable"": ""A state regulator's written statement inside the Environmental Impact Statement (EIS) that federal law is not being enforced elsewhere in Montana directly undercuts the mitigation and reclamation assurances on which the analysis relies.""}","[p.387] the Montana Department of State Lands (Brace Hayden, Written Comm. April 23, 1976) has stated that the Public Laws, U.S. Codes, and Federal Regulations are not being enforced at other coal operations in Montana.",387,yes,HUMAN_REVIEW,T01_missing_citation,"Entry 1 (Cady v. Morton precedent) has page=null and the quote is not found on the provided evidence pages — the extractor flagged quote_verified=false. The claim about the court ordering the Secretary to disregard 'investments or commitments' is not verifiable from cited pages. Additionally, Entry 3 mischaracterizes evidence: p.20 supports the August 1974 petition, but the claim of a September 19; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.400,,,,
alternatives[0],"{""name"": ""Non-approval of the Leases"", ""description"": ""The federal government would decline to approve the coal leases on Crow Indian lands, preventing any development from proceeding under the proposed lease terms.""}",[p.4] Non-approval of the Leases,4,yes,HUMAN_REVIEW,,All eight alternatives are verbatim from page 4 under '4. Alternatives Considered'. The 'Non-approval of the Leases' functions as the no-action/null alternative. Labels match the document's own text exactly. No acronyms or numeric figures requiring verification. Descriptions are reasonable paraphrases of the listed items and do not introduce unsupported claims.; gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[1],"{""name"": ""Lease Modification Alternatives"", ""description"": ""The lease terms could be modified or development could be deferred, altering the conditions under which coal extraction would occur rather than outright approval or denial.""}","[p.4] Lease modification alternatives, including modification of the lease terms and deferred development",4,yes,HUMAN_REVIEW,,All eight alternatives are verbatim from page 4 under '4. Alternatives Considered'. The 'Non-approval of the Leases' functions as the no-action/null alternative. Labels match the document's own text exactly. No acronyms or numeric figures requiring verification. Descriptions are reasonable paraphrases of the listed items and do not introduce unsupported claims.; gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[2],"{""name"": ""Approval Subject to New Regulations"", ""description"": ""The leases would be approved but made subject to newly enacted regulations governing coal mining activities.""}",[p.4] Approval subject to the new regulations,4,yes,HUMAN_REVIEW,,All eight alternatives are verbatim from page 4 under '4. Alternatives Considered'. The 'Non-approval of the Leases' functions as the no-action/null alternative. Labels match the document's own text exactly. No acronyms or numeric figures requiring verification. Descriptions are reasonable paraphrases of the listed items and do not introduce unsupported claims.; gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[3],"{""name"": ""Alternative Sources of Crow Indian Income"", ""description"": ""Alternative economic activities or revenue sources for the Crow Indian Tribe would be pursued instead of or in addition to coal lease development.""}",[p.4] Alternative sources of Crow Indian income,4,yes,HUMAN_REVIEW,,All eight alternatives are verbatim from page 4 under '4. Alternatives Considered'. The 'Non-approval of the Leases' functions as the no-action/null alternative. Labels match the document's own text exactly. No acronyms or numeric figures requiring verification. Descriptions are reasonable paraphrases of the listed items and do not introduce unsupported claims.; gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[4],"{""name"": ""Extraction Alternatives"", ""description"": ""Different methods or approaches to extracting coal from the leasehold areas would be considered.""}",[p.4] Extraction alternatives,4,yes,HUMAN_REVIEW,,All eight alternatives are verbatim from page 4 under '4. Alternatives Considered'. The 'Non-approval of the Leases' functions as the no-action/null alternative. Labels match the document's own text exactly. No acronyms or numeric figures requiring verification. Descriptions are reasonable paraphrases of the listed items and do not introduce unsupported claims.; gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[5],"{""name"": ""Coal Transportation Alternatives"", ""description"": ""Different methods or routes for transporting extracted coal from the leasehold to markets or processing facilities would be evaluated.""}",[p.4] Coal transportation alternatives,4,yes,HUMAN_REVIEW,,All eight alternatives are verbatim from page 4 under '4. Alternatives Considered'. The 'Non-approval of the Leases' functions as the no-action/null alternative. Labels match the document's own text exactly. No acronyms or numeric figures requiring verification. Descriptions are reasonable paraphrases of the listed items and do not introduce unsupported claims.; gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[6],"{""name"": ""Reclamation Alternatives"", ""description"": ""Different approaches to reclaiming mined lands would be considered, tailored to various potential post-mining land uses.""}",[p.4] Reclamation alternatives for different land uses,4,yes,HUMAN_REVIEW,,All eight alternatives are verbatim from page 4 under '4. Alternatives Considered'. The 'Non-approval of the Leases' functions as the no-action/null alternative. Labels match the document's own text exactly. No acronyms or numeric figures requiring verification. Descriptions are reasonable paraphrases of the listed items and do not introduce unsupported claims.; gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[7],"{""name"": ""Entrepreneurship Alternatives"", ""description"": ""Both Indian and non-Indian entrepreneurial development options would be explored as alternatives to the proposed lease arrangement.""}","[p.4] Entrepreneurship alternatives, both Indian and Non-Indian.",4,yes,HUMAN_REVIEW,,All eight alternatives are verbatim from page 4 under '4. Alternatives Considered'. The 'Non-approval of the Leases' functions as the no-action/null alternative. Labels match the document's own text exactly. No acronyms or numeric figures requiring verification. Descriptions are reasonable paraphrases of the listed items and do not introduce unsupported claims.; gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
themes,"{""themes"": [""Indigenous Narratives and Sovereignty"", ""Industrial Production and Materials"", ""Wildlife and Natural Areas""], ""subthemes"": [""Sovereignty, Rights, and Self-Determination"", ""Indigenous Knowledge and Environmental Stewardship"", ""Resource Extraction and Material Flows"", ""Habitat Conservation and Biodiversity""]}","[p.3, 18, 462] The specific action is reconsideration of approval of existing coal leases between the Crow tribe and Westmoreland Resources by the Secretary of the Interior. The proposed leases involve stripmining of coal reserves located in Tracts II and III, Crow Indian Ceded Area","3, 18, 462",yes,HUMAN_REVIEW,,"All three themes are well-supported: 'Indigenous Narratives and Sovereignty' by the Crow Tribe's coal rights, trust status, and tribal sovereignty issues; 'Industrial Production and Materials' by the stripmining and coal extraction operations; 'Wildlife and Natural Areas' by the disruption of soils, vegetation, wildlife, and ground-water systems. All subthemes map correctly to their parent themes ; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=1.000,,,,
location.places[0],"{""name"": ""Crow Ceded Area, Tracts II and III"", ""admin_hierarchy"": {""poi"": ""Westmoreland Resources leasehold (30,876 acres)"", ""neighborhood"": null, ""city"": null, ""county"": ""Big Horn County"", ""state"": ""Montana"", ""country"": null}, ""role"": ""primary""}","[p.3] The proposed leases involve stripmining of coal reserves located in Tracts II and III, Crow Indian Ceded Area, Big Horn County, Montana.",3,yes,HUMAN_REVIEW,,"All primary sites (Crow Ceded Area Tracts II and III, Absaloka Mine, Sarpy Creek) are documented with verbatim quotes from the cited pages. The geocoded coordinates for Big Horn County, Montana (lat 45.460855, lon -107.51529) fall within the correct county and state. The Sarpy Creek geocode resolves to a road in Big Horn County, which is consistent with the document. Reference sites (Crow Indian R; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[1],"{""name"": ""Absaloka Mine"", ""admin_hierarchy"": {""poi"": ""Absaloka Mine, secs. 25 and 26, T. 1 N., R. 37 E."", ""neighborhood"": null, ""city"": null, ""county"": ""Big Horn County"", ""state"": ""Montana"", ""country"": null}, ""role"": ""primary""}","[p.25] Westmoreland Resources operates the Absaloka Mine on Tract III. The mine is located in secs. 25 and 26, T. 1 N., R. 37 E.",25,yes,HUMAN_REVIEW,,"All primary sites (Crow Ceded Area Tracts II and III, Absaloka Mine, Sarpy Creek) are documented with verbatim quotes from the cited pages. The geocoded coordinates for Big Horn County, Montana (lat 45.460855, lon -107.51529) fall within the correct county and state. The Sarpy Creek geocode resolves to a road in Big Horn County, which is consistent with the document. Reference sites (Crow Indian R; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[2],"{""name"": ""Sarpy Creek"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": ""Big Horn County"", ""state"": ""Montana"", ""country"": null}, ""role"": ""primary""}","[p.25] A 36 mile railroad spur line was built along Sarpy Creek to connect the mine site with the main Burlington Northern line near Sanders, Montana.",25,yes,HUMAN_REVIEW,,"All primary sites (Crow Ceded Area Tracts II and III, Absaloka Mine, Sarpy Creek) are documented with verbatim quotes from the cited pages. The geocoded coordinates for Big Horn County, Montana (lat 45.460855, lon -107.51529) fall within the correct county and state. The Sarpy Creek geocode resolves to a road in Big Horn County, which is consistent with the document. Reference sites (Crow Indian R; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[3],"{""name"": ""Crow Indian Reservation"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": ""Montana"", ""country"": null}, ""role"": ""reference""}",[p.22] facilities to be located on the Crow Indian Reservation or within 50 miles of the exterior boundaries of the diminished Crow Indian Reservation,22,yes,HUMAN_REVIEW,,"All primary sites (Crow Ceded Area Tracts II and III, Absaloka Mine, Sarpy Creek) are documented with verbatim quotes from the cited pages. The geocoded coordinates for Big Horn County, Montana (lat 45.460855, lon -107.51529) fall within the correct county and state. The Sarpy Creek geocode resolves to a road in Big Horn County, which is consistent with the document. Reference sites (Crow Indian R; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[4],"{""name"": ""Hardin"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""Hardin"", ""county"": null, ""state"": ""Montana"", ""country"": null}, ""role"": ""reference""}",[p.3] municipal services in Hardin and Lodge Grass will be strained.,3,yes,HUMAN_REVIEW,,"All primary sites (Crow Ceded Area Tracts II and III, Absaloka Mine, Sarpy Creek) are documented with verbatim quotes from the cited pages. The geocoded coordinates for Big Horn County, Montana (lat 45.460855, lon -107.51529) fall within the correct county and state. The Sarpy Creek geocode resolves to a road in Big Horn County, which is consistent with the document. Reference sites (Crow Indian R; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[5],"{""name"": ""Lodge Grass"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""Lodge Grass"", ""county"": null, ""state"": ""Montana"", ""country"": null}, ""role"": ""reference""}",[p.3] municipal services in Hardin and Lodge Grass will be strained.,3,yes,HUMAN_REVIEW,,"All primary sites (Crow Ceded Area Tracts II and III, Absaloka Mine, Sarpy Creek) are documented with verbatim quotes from the cited pages. The geocoded coordinates for Big Horn County, Montana (lat 45.460855, lon -107.51529) fall within the correct county and state. The Sarpy Creek geocode resolves to a road in Big Horn County, which is consistent with the document. Reference sites (Crow Indian R; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[6],"{""name"": ""Sanders"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""Sanders"", ""county"": null, ""state"": ""Montana"", ""country"": null}, ""role"": ""reference""}","[p.25] A 36 mile railroad spur line was built along Sarpy Creek to connect the mine site with the main Burlington Northern line near Sanders, Montana.",25,yes,HUMAN_REVIEW,,"All primary sites (Crow Ceded Area Tracts II and III, Absaloka Mine, Sarpy Creek) are documented with verbatim quotes from the cited pages. The geocoded coordinates for Big Horn County, Montana (lat 45.460855, lon -107.51529) fall within the correct county and state. The Sarpy Creek geocode resolves to a road in Big Horn County, which is consistent with the document. Reference sites (Crow Indian R; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[7],"{""name"": ""Minneapolis/St. Paul area"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": ""Minnesota"", ""country"": null}, ""role"": ""reference""}","[p.25] coal being shipped from the Tract III, Sarpy Creek mine by rail to the Minneapolis/St. Paul area of Minnesota.",25,yes,HUMAN_REVIEW,,"All primary sites (Crow Ceded Area Tracts II and III, Absaloka Mine, Sarpy Creek) are documented with verbatim quotes from the cited pages. The geocoded coordinates for Big Horn County, Montana (lat 45.460855, lon -107.51529) fall within the correct county and state. The Sarpy Creek geocode resolves to a road in Big Horn County, which is consistent with the document. Reference sites (Crow Indian R; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.summary,"{""is_multi_site"": true, ""geocoded"": [{""lat"": 45.460855, ""lon"": -107.51529, ""bbox"": [-108.699846, 44.993717, -106.263609, 46.043808], ""source"": ""nominatim"", ""confidence"": 0.706, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": ""Big Horn County"", ""state"": ""Montana"", ""country"": ""United States""}, ""level"": ""county"", ""query"": ""Big Horn County, Montana"", ""matched_name"": ""Big Horn County, Montana, United States"", ""bbox_synthetic"": false, ""importance"": 0.513, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""county"", ""acceptance_reason"": ""bbox_contained_in_state"", ""failed_containment_checks"": [], ""site_name"": ""Crow Ceded Area, Tracts II and III"", ""role"": ""primary""}, {""lat"": 45.460855, ""lon"": -107.51529, ""bbox"": [-108.699846, 44.993717, -106.263609, 46.043808], ""source"": ""nominatim"", ""confidence"": 0.706, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": ""Big Horn County"", ""state"": ""Montana"", ""country"": ""United States""}, ""level"": ""county"", ""query"": ""Big Horn County, Montana"", ""matched_name"": ""Big Horn County, Montana, United States"", ""bbox_synthetic"": false, ""importance"": 0.513, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""county"", ""acceptance_reason"": ""bbox_contained_in_state"", ""failed_containment_checks"": [], ""site_name"": ""Absaloka Mine"", ""role"": ""primary""}, {""lat"": 45.770682, ""lon"": -107.058135, ""bbox"": [-107.060488, 45.767937, -107.057548, 45.77381], ""source"": ""nominatim"", ""confidence"": 0.477, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": ""Big Horn County"", ""state"": ""Montana"", ""country"": ""United States""}, ""level"": ""poi"", ""query"": ""Sarpy Creek, Big Horn County, Montana"", ""matched_name"": ""Sarpy Creek Road, Big Horn County, Montana, United States"", ""bbox_synthetic"": false, ""importance"": 0.053, ""confident"": false, ""stack"": ""reduced"", ""accepted_level"": ""poi"", ""acceptance_reason"": ""bbox_contained_in_county"", ""failed_containment_checks"": [], ""site_name"": ""Sarpy Creek"", ""role"": ""primary""}], ""scope"": ""site"", ""textual_location"": ""Crow Ceded Area, southeastern Montana"", ""corridor"": false}","[p.3, 22, 25] The proposed leases involve stripmining of coal reserves located in Tracts II and III, Crow Indian Ceded Area, Big Horn County, Montana.","3, 22, 25 (field-level)",yes,HUMAN_REVIEW,,"All primary sites (Crow Ceded Area Tracts II and III, Absaloka Mine, Sarpy Creek) are documented with verbatim quotes from the cited pages. The geocoded coordinates for Big Horn County, Montana (lat 45.460855, lon -107.51529) fall within the correct county and state. The Sarpy Creek geocode resolves to a road in Big Horn County, which is consistent with the document. Reference sites (Crow Indian R; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
key_people.agency_preparers,,"[p.3, 12] [MIXED] CHAPTER IX - CONSULTATION & COORDINATION WITH OTHERS Consultation in Preparation of this EIS Task Force Other Federal Agencies State Agencies Crow Tribe","3, 12 (field-level)",mixed,HUMAN_REVIEW,,"Document is pre-1978 (DES 76-30, August 1976), but cooperating_agencies is correctly left empty, so the pre-1978 schema issue does not apply. The three consulted entities are drawn from the Chapter IX Table of Contents on page 12, which lists them as subsections of 'Consultation in Preparation of this EIS.' 'Crow Tribe' is also supported on page 3.; critic_evidence_unverifiable; gate_reason=critic_verdict; gated_to_human=true",composite=0.500,,,,
key_people.cooperating_agencies,,"[p.3, 12] [MIXED] CHAPTER IX - CONSULTATION & COORDINATION WITH OTHERS Consultation in Preparation of this EIS Task Force Other Federal Agencies State Agencies Crow Tribe","3, 12 (field-level)",mixed,HUMAN_REVIEW,,"Document is pre-1978 (DES 76-30, August 1976), but cooperating_agencies is correctly left empty, so the pre-1978 schema issue does not apply. The three consulted entities are drawn from the Chapter IX Table of Contents on page 12, which lists them as subsections of 'Consultation in Preparation of this EIS.' 'Crow Tribe' is also supported on page 3.; critic_evidence_unverifiable; gate_reason=critic_verdict; gated_to_human=true",composite=0.500,,,,
key_people.consulted_entities[0],"{""name"": ""Other Federal Agencies"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.12] Other Federal Agencies,12,yes,HUMAN_REVIEW,,"Document is pre-1978 (DES 76-30, August 1976), but cooperating_agencies is correctly left empty, so the pre-1978 schema issue does not apply. The three consulted entities are drawn from the Chapter IX Table of Contents on page 12, which lists them as subsections of 'Consultation in Preparation of this EIS.' 'Crow Tribe' is also supported on page 3.; critic_evidence_unverifiable; gate_reason=critic_verdict; gated_to_human=true",composite=0.500,,,,
key_people.consulted_entities[1],"{""name"": ""State Agencies"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.12] State Agencies,12,yes,HUMAN_REVIEW,,"Document is pre-1978 (DES 76-30, August 1976), but cooperating_agencies is correctly left empty, so the pre-1978 schema issue does not apply. The three consulted entities are drawn from the Chapter IX Table of Contents on page 12, which lists them as subsections of 'Consultation in Preparation of this EIS.' 'Crow Tribe' is also supported on page 3.; critic_evidence_unverifiable; gate_reason=critic_verdict; gated_to_human=true",composite=0.500,,,,
