# doc_id: p1074_35556036108041
# work_id: 
# title: Penn Susquehanna urban renewal project : environmental impact statement.
# pass: blind
# source: run_manifest.json
# artifact_stage: v1
# grade options: correct|minor_issue|wrong|cant_tell
# BLIND PASS (MCAL_PLAN 7 Q5). critic_verdict is deliberately ABSENT and your_notes is deliberately EMPTY. Grade from extracted_value, quote and source_pages only. Do not open the reveal sheet until this one is finished: the human grade and the Critic verdict must be independent, because their agreement is what fits the conformal thresholds.
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote located on the cited page +/-2 (OCR-normalized, mcal/quote_check.py); mixed = partially supported; no = not located.
# your_failure_tag: one tag from the tags[<field>] line below matching this row's field, or blank if your_grade is 'correct'. Leave blank rather than guessing -- an untagged defect is a signal that the taxonomy needs a new code.
# soi_useful (yes|no): fill ONCE, on the summary_of_interest row. Did summary_of_interest tell you something the standard summary.* fields did not? An empty summary_of_interest is a correct result for a routine document, so 'no' on an empty list is not a criticism of the field.
# extracted_value and quote are NOT truncated (MCAL_PLAN 6 acceptance item 4: gradable without opening another file).
# tags[title]: T04_undefined_acronym
# tags[year]: T11_year_ocr_error
# tags[eis_type]: T12_eis_type_confused_with_rod
# tags[lead_agency]: T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator
# tags[summary.overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.project_description]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.affected_community]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.alternatives_overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.environmental_impact]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.public_response]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary_of_interest]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T17_manufactured_salience, T18_salience_duplicates_summary, T19_scope_qualifier_dropped
# tags[alternatives]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T10_alternatives_chapter_missed
# tags[themes]: T03_outside_text_fabrication, T04_undefined_acronym
# tags[location]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T06_geocode_missing, T07_geocode_wrong_specificity, T08_scope_misclassified_national, T09_multi_site_partial_geocode, T14_regional_scope_underspecified
# tags[key_people]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator, T13_pre_1978_nepa_format, T20_role_bucket_underpopulated

field,extracted_value,quote,source_pages,quote_verified,model_confidence,your_grade,your_failure_tag,your_notes,soi_useful
summary_of_interest[0],"{""claim"": ""The Environmental Impact Statement (EIS)'s central choice is to rebuild inside a 100-year flood plain that has just flooded, and the document itself flags this as 'the primary major negative impact' — money spent rehabilitating 565 buildings will be 'irrevocably lost' if the area floods again."", ""salience_criterion"": ""contested"", ""page"": 78, ""evidence_quote"": ""if future flooding of the area occurs, a large part of the resources committed under the scheduled rehabilitation activity will be irrevocably lost. This is \""the primary major negative impact\"""", ""why_notable"": ""The agency is knowingly committing federal funds to rehabilitate structures in a flood zone that just experienced a catastrophic flood, and names this contradiction as the project's principal environmental downside.""}","[p.78] if future flooding of the area occurs, a large part of the resources committed under the scheduled rehabilitation activity will be irrevocably lost. This is ""the primary major negative impact""",78,yes,composite=0.650,,,,
summary_of_interest[1],"{""claim"": ""U.S. Environmental Protection Agency (EPA) and Interior warn that upstream urbanization may have already made the historical 100-year flood probability an underestimate, undercutting the flood-plain elevation and floodproofing standard the project relies on."", ""salience_criterion"": ""contested"", ""page"": 101, ""evidence_quote"": ""due to the increased urbanization of large portions of drainage basins, it is likely that the probabilities of flooding given portions of the flood plains have also increased"", ""why_notable"": ""Reviewing agencies are telling Housing and Urban Development (HUD) that the flood risk baseline embedded in the project's core mitigation standard is likely obsolete, a substantive technical disagreement about whether the design will actually protect new construction.""}","[p.101] due to the increased urbanization of large portions of drainage basins, it is likely that the probabilities of flooding given portions of the flood plains have also increased",101,yes,composite=0.650,,,,
summary_of_interest[2],"{""claim"": ""The Army Corps of Engineers rejected its own preferred structural flood control alternative — a five-mile wall along Front Street — partly on aesthetic grounds, because it would block views of the Susquehanna River."", ""salience_criterion"": ""unusual_impact"", ""page"": 85, ""evidence_quote"": ""the environmental disadvantage of a five-mile-long wall which would block the view of the River, caused this Scheme to be eliminated from consideration."", ""why_notable"": ""A scenic/viewshed impact was treated as decisive in eliminating a major engineered flood-control alternative, alongside a 5-to-1 unfavorable benefit-cost ratio.""}","[p.85] the environmental disadvantage of a five-mile-long wall which would block the view of the River, caused this Scheme to be eliminated from consideration.",85,yes,composite=0.650,,,,
summary_of_interest[3],"{""claim"": ""PennDOT directly disputes the project's framing as disaster recovery, arguing the neighborhood was already blighted before Hurricane Agnes and that the storm is being used to justify a pre-existing urban renewal agenda."", ""salience_criterion"": ""contested"", ""page"": 111, ""evidence_quote"": ""We disagree with the project's basic objective which is to eliminate or lessen the suffering and damage caused by the storm. The fact is that even before the big flood the Penn-Susquehanna neighborhood could already be considered as blighted"", ""why_notable"": ""A state agency is challenging the causal premise of a federally funded disaster recovery project, which bears on whether the funding mechanism (Title I disaster urban renewal) is being used as intended.""}",[p.111] We disagree with the project's basic objective which is to eliminate or lessen the suffering and damage caused by the storm. The fact is that even before the big flood the Penn-Susquehanna neighborhood could already be considered as blighted,111,yes,composite=0.650,,,,
summary_of_interest[4],"{""claim"": ""Housing and Urban Development (HUD) declined to use 1970 census tract data to characterize the racial and economic makeup of the project area because the tracts do not align with the project boundary, leaving demographic claims (4% non-white in-project vs. 25% in the surrounding tract, 30.7% citywide) resting on the Redevelopment Authority's own survey."", ""salience_criterion"": ""contested"", ""page"": 98, ""evidence_quote"": ""since the tracts do not overlay the project area exactly or to a degree that would lend credibility to relationships developed, such information was not used"", ""why_notable"": ""The very large gap between the project area's reported non-white share (4%) and the surrounding tract (25%) — in a project that will displace 49 residents and add ~400 new units with income-mix requirements — makes the choice of demographic baseline consequential for civil rights review.""}","[p.98] since the tracts do not overlay the project area exactly or to a degree that would lend credibility to relationships developed, such information was not used",98,yes,composite=0.650,,,,
summary_of_interest[5],"{""claim"": ""The document reports three deaths at the Ninth and Market sewage lift station during the 1972 flood, tying human fatalities to the failure of combined storm-and-sanitary sewers that the project does not itself fix."", ""salience_criterion"": ""unusual_impact"", ""page"": 43, ""evidence_quote"": ""Three people were killed when the latter station exploded."", ""why_notable"": ""Fatalities are rarely a documented existing condition in an urban renewal Environmental Impact Statement (EIS), and they underscore that the flood-recovery project leaves the underlying sewer overflow infrastructure — which contributed to the deaths — unaddressed.""}",[p.43] Three people were killed when the latter station exploded.,43,yes,composite=0.650,,,,
alternatives[0],"{""name"": ""No Public Action"", ""description"": ""Taking no government action in the project area, leaving flood-damaged properties and conditions as they are without urban renewal intervention.""}",[p.7] No Public A,7,yes,composite=1.000,,,,
alternatives[1],"{""name"": ""More Flood Control"", ""description"": ""Pursuing additional flood control measures as an alternative approach to addressing the recurring flood hazard in the project area.""}",[p.7] More Flood Control,7,yes,composite=1.000,,,,
alternatives[2],"{""name"": ""Radical Clearance and Demolition in the Flood Plain Area"", ""description"": ""Undertaking extensive clearance and demolition of structures within the flood plain area as a more aggressive alternative to the proposed urban renewal plan.""}",[p.7] Radical Cle the Flood F earance and Demolition in Plain Area,7,yes,composite=1.000,,,,
themes,"{""themes"": [""Urban Development"", ""Water Systems"", ""Governance and Institutional Control""], ""subthemes"": [""Urban Expansion and Land Use Change"", ""Housing, Planning, and Built Environment"", ""Water Infrastructure and Management"", ""Adaptation to Climate Variability"", ""Environmental Regulation and Policy""]}","[p.2, 12, 13] proposed conventional urban renewal program (as previously described in part I) located in the city of Harrisburg, Pennsylvania","2, 12, 13",yes,composite=1.000,,,,
location.places[0],"{""name"": ""Penn-Susquehanna Urban Renewal Project"", ""admin_hierarchy"": {""poi"": ""Penn-Susquehanna Urban Renewal Project"", ""neighborhood"": null, ""city"": ""Harrisburg"", ""county"": ""Dauphin County"", ""state"": ""Pennsylvania"", ""country"": null}, ""role"": ""primary""}","[p.12] The subject of this statement is a proposed conventional urban renewal program (as previously described in part I) located in the city of Harrisburg, Pennsylvania. The Department of Housing and Urban Development has designated it as Disaster Project R-634(c). Its official name is the Penn-Susquehanna Urban Renewal Project",12,yes,composite=0.850,,,,
location.places[1],"{""name"": ""Hamilton Neighborhood Development Program"", ""admin_hierarchy"": {""poi"": ""Hamilton Neighborhood Development Program (NDP)"", ""neighborhood"": null, ""city"": ""Harrisburg"", ""county"": null, ""state"": ""Pennsylvania"", ""country"": null}, ""role"": ""reference""}",[p.17] The Hamilton Neighborhood Development Program (NDP) (Project No. Pa. A-1) located 1 block due east of the subject project.,17,yes,composite=0.850,,,,
location.places[2],"{""name"": ""Cameron-South Harrisburg Urban Renewal Project"", ""admin_hierarchy"": {""poi"": ""Cameron-South Harrisburg Urban Renewal Project"", ""neighborhood"": null, ""city"": ""Harrisburg"", ""county"": null, ""state"": ""Pennsylvania"", ""country"": null}, ""role"": ""reference""}",[p.17] The Cameron-South Harrisburg Urban Renewal Project (Pa. R-608(c)) which is now in the Survey and Planning stage of activity.,17,yes,composite=0.850,,,,
location.places[3],"{""name"": ""Walnut Street Project"", ""admin_hierarchy"": {""poi"": ""Walnut Street Project"", ""neighborhood"": null, ""city"": ""Harrisburg"", ""county"": null, ""state"": ""Pennsylvania"", ""country"": null}, ""role"": ""reference""}",[p.17] The Walnut Street Project (Pa. R-302) nearing completion.,17,yes,composite=0.850,,,,
location.places[4],"{""name"": ""Reilly Street Project"", ""admin_hierarchy"": {""poi"": ""Reilly Street Project"", ""neighborhood"": null, ""city"": ""Harrisburg"", ""county"": null, ""state"": ""Pennsylvania"", ""country"": null}, ""role"": ""reference""}","[p.18] The Reilly Street Project (Pa. R-100), completed 2-64.",18,yes,composite=0.850,,,,
location.places[5],"{""name"": ""Ziegler Center"", ""admin_hierarchy"": {""poi"": ""Ziegler Center"", ""neighborhood"": null, ""city"": ""Harrisburg"", ""county"": null, ""state"": ""Pennsylvania"", ""country"": null}, ""role"": ""reference""}","[p.18] The Ziegler Center (Pa. R-77), nearing completion.",18,yes,composite=0.850,,,,
location.places[6],"{""name"": ""South Industrial Area"", ""admin_hierarchy"": {""poi"": ""South Industrial Area"", ""neighborhood"": null, ""city"": ""Harrisburg"", ""county"": null, ""state"": ""Pennsylvania"", ""country"": null}, ""role"": ""reference""}","[p.18] The South Industrial Area (Pa. R-170), completed 6-64.",18,yes,composite=0.850,,,,
location.places[7],"{""name"": ""Olmstead State Airport"", ""admin_hierarchy"": {""poi"": ""Olmstead State Airport"", ""neighborhood"": null, ""city"": ""Middletown"", ""county"": null, ""state"": ""Pennsylvania"", ""country"": null}, ""role"": ""reference""}","[p.17] Olmstead State Airport (also known as Harrisburg International Airport), located 15 miles southeast of the City at Middletown, Pennsylvania",17,yes,composite=0.850,,,,
location.places[8],"{""name"": ""Harrisburg-York Airport"", ""admin_hierarchy"": {""poi"": ""Harrisburg-York Airport"", ""neighborhood"": null, ""city"": null, ""county"": ""York County"", ""state"": ""Pennsylvania"", ""country"": null}, ""role"": ""reference""}","[p.17] the Harrisburg-York Airport located 4 miles due south of Harrisburg in York County, Pennsylvania",17,yes,composite=0.850,,,,
location.summary,"{""is_multi_site"": false, ""geocoded"": [{""lat"": 40.266311, ""lon"": -76.886112, ""bbox"": [-76.92449, 40.237859, -76.836858, 40.326291], ""source"": ""nominatim"", ""confidence"": 0.756, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""Harrisburg"", ""county"": ""Dauphin County"", ""state"": ""Pennsylvania"", ""country"": ""United States""}, ""level"": ""city"", ""query"": ""Harrisburg, Dauphin County, Pennsylvania"", ""matched_name"": ""Harrisburg, Dauphin County, Pennsylvania, United States"", ""bbox_synthetic"": false, ""importance"": 0.613, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""city"", ""acceptance_reason"": ""bbox_contained_in_county"", ""failed_containment_checks"": [], ""site_name"": ""Penn-Susquehanna Urban Renewal Project"", ""role"": ""primary""}], ""scope"": ""site"", ""textual_location"": ""Harrisburg, Pennsylvania"", ""corridor"": false}","[p.12, 17, 18] The subject of this statement is a proposed conventional urban renewal program (as previously described in part I) located in the city of Harrisburg, Pennsylvania. The Department of Housing and Urban Development has designated it as Disaster Project R-634(c). Its official name is the Penn-Susquehanna Urban Renewal Project","12, 17, 18 (field-level)",yes,composite=0.850,,,,
key_people.agency_preparers[0],"{""name"": ""CEW"", ""role"": ""Preparer"", ""organization"": ""Department of Housing and Urban Development, Scranton Special Recovery Office"", ""bucket"": ""agency_preparers""}",[p.1] 31633 CEW: 10/12/73 73-2612F,1,yes,composite=0.850,,,,
key_people.cooperating_agencies,,[p.1] Prepared by: Department of Housing and Urban Development Scranton Special Recovery Office,1 (field-level),yes,composite=0.850,,,,
key_people.consulted_entities,,[p.1] Prepared by: Department of Housing and Urban Development Scranton Special Recovery Office,1 (field-level),yes,composite=0.850,,,,
key_people.public_commenters,,[p.1] Prepared by: Department of Housing and Urban Development Scranton Special Recovery Office,1 (field-level),yes,composite=0.850,,,,
key_people.summary,"{""comment_response_present"": false}",[p.1] Prepared by: Department of Housing and Urban Development Scranton Special Recovery Office,1 (field-level),yes,composite=0.850,,,,
