# doc_id: p0491_35556036854362
# work_id: 
# title: Ross Ice Shelf project : environmental impact statement.
# pass: blind
# source: run_manifest.json
# artifact_stage: v1
# grade options: correct|minor_issue|wrong|cant_tell
# BLIND PASS (MCAL_PLAN 7 Q5). critic_verdict is deliberately ABSENT and your_notes is deliberately EMPTY. Grade from extracted_value, quote and source_pages only. Do not open the reveal sheet until this one is finished: the human grade and the Critic verdict must be independent, because their agreement is what fits the conformal thresholds.
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote located on the cited page +/-2 (OCR-normalized, mcal/quote_check.py); mixed = partially supported; no = not located.
# your_failure_tag: one tag from the tags[<field>] line below matching this row's field, or blank if your_grade is 'correct'. Leave blank rather than guessing -- an untagged defect is a signal that the taxonomy needs a new code.
# soi_useful (yes|no): fill ONCE, on the summary_of_interest row. Did summary_of_interest tell you something the standard summary.* fields did not? An empty summary_of_interest is a correct result for a routine document, so 'no' on an empty list is not a criticism of the field.
# extracted_value and quote are NOT truncated (MCAL_PLAN 6 acceptance item 4: gradable without opening another file).
# tags[title]: T04_undefined_acronym
# tags[year]: T11_year_ocr_error
# tags[eis_type]: T12_eis_type_confused_with_rod
# tags[lead_agency]: T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator
# tags[summary.overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.project_description]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.affected_community]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.alternatives_overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.environmental_impact]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.public_response]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary_of_interest]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T17_manufactured_salience, T18_salience_duplicates_summary, T19_scope_qualifier_dropped
# tags[alternatives]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T10_alternatives_chapter_missed
# tags[themes]: T03_outside_text_fabrication, T04_undefined_acronym
# tags[location]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T06_geocode_missing, T07_geocode_wrong_specificity, T08_scope_misclassified_national, T09_multi_site_partial_geocode, T14_regional_scope_underspecified
# tags[key_people]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator, T13_pre_1978_nepa_format, T20_role_bucket_underpopulated

field,extracted_value,quote,source_pages,quote_verified,model_confidence,your_grade,your_failure_tag,your_notes,soi_useful
alternatives[1],"{""name"": ""Geophysical (Seismic) Survey Before Sediment Drilling"", ""description"": ""Prior to drilling into the sediments beneath the water column, a geophysical seismic program would be conducted to obtain data on the structure of the sediments in the vicinity, using an energy source released in the water below the ice shelf. This alternative was considered but judged too costly relative to the limited value of data obtained.""}","[p.47] First, is that after the access hole penetrates the ice/water interface, a geophysical (seismic) program be undertaken with the express intention of obtaining data on the structure of the sediments in the vicinity.",47,yes,composite=0.850,,,,
alternatives[2],"{""name"": ""No Drilling into Sediment and Bedrock"", ""description"": ""The project would not proceed with drilling into the sediment and bedrock beneath the water column, eliminating the risk of releasing hydrocarbons. This alternative was not considered justified given the low likelihood of a significant hydrocarbon release and the available precautionary measures.""}",[p.47] The second alternative is not to proceed with the drilling into sediment and bedrock beneath the water column.,47,yes,composite=0.850,,,,
themes,"{""themes"": [""Wildlife and Natural Areas"", ""Governance and Institutional Control""], ""subthemes"": [""Habitat Conservation and Biodiversity"", ""Human-Wildlife Interactions"", ""Environmental Regulation and Policy"", ""Institutional Power and Resource Management""]}","[p.4, 28] National Science Foundation Directorate for Astronomical, Atmospheric, Earth, and Ocean Sciences Division of Polar Programs","4, 28",yes,composite=1.000,,,,
location.places[0],"{""name"": ""Ross Ice Shelf"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": ""Antarctica""}, ""role"": ""primary""}",[p.4] The Ross Ice Shelf Project (RISP) is being conducted by the University of Nebraska on the Ross Ice Shelf in the Antarctic as a multiple year field operation.,4,yes,composite=0.850,,,,
location.places[1],"{""name"": ""RISP drill site at 82°22'S, 168°40'W"", ""admin_hierarchy"": {""poi"": ""RISP drill camp"", ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": ""Antarctica""}, ""role"": ""primary""}","[p.28] A drill camp will be established at 82°22'S, 168°40'W and the old base camp will be dismantled and removed.",28,yes,composite=0.850,,,,
location.places[2],"{""name"": ""tentative drill site at 82°30'S, 166°W"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": ""Antarctica""}, ""role"": ""alternative""}","[p.28] A tentative drill site was selected at 82°30'S, 166°W (Fig. 1), based on the present knowledge of ice thickness (500-m), sub-shelf water depth (200-m), position on a West Antarctic ice flowline, and distance from the front of the ice shelf (400-km).",28,yes,composite=0.850,,,,
location.places[3],"{""name"": ""McMurdo Station"", ""admin_hierarchy"": {""poi"": ""McMurdo Station"", ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": ""Antarctica""}, ""role"": ""reference""}",[p.28] LC-130 aircraft were used to deploy and supply the party from McMurdo Station.,28,yes,composite=0.850,,,,
location.places[4],"{""name"": ""Ross Sea"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": ""Antarctica""}, ""role"": ""reference""}",[p.23] A saline variety of Antarctic Bottom Water (AABW) is produced in the Ross Sea and can be traced into the Southeast Pacific Basin and South Indian Basin.,23,yes,composite=0.850,,,,
location.places[5],"{""name"": ""temporary base camp at 80°07'S, 160°41'W"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": ""Antarctica""}, ""role"": ""primary""}","[p.28] Temporary base camps were established for portions of the season close to 80°07'S, 160°41'W, and at about 80°30'S, 175°30'E.",28,yes,composite=0.850,,,,
location.places[6],"{""name"": ""temporary base camp at 80°30'S, 175°30'E"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": ""Antarctica""}, ""role"": ""primary""}","[p.28] Temporary base camps were established for portions of the season close to 80°07'S, 160°41'W, and at about 80°30'S, 175°30'E.",28,yes,composite=0.850,,,,
location.summary,"{""is_multi_site"": true, ""geocoded"": [{""lat"": -72.843869, ""lon"": 0.0, ""bbox"": [-180.0, -85.051129, 180.0, -60.0], ""source"": ""nominatim"", ""confidence"": 0.823, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": null}, ""level"": ""country"", ""query"": ""Antarctica"", ""matched_name"": ""Antarctica"", ""bbox_synthetic"": false, ""importance"": 0.746, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""country"", ""acceptance_reason"": ""no_coarser_level_available"", ""failed_containment_checks"": [], ""site_name"": ""Ross Ice Shelf"", ""role"": ""primary""}, {""lat"": -72.843869, ""lon"": 0.0, ""bbox"": [-180.0, -85.051129, 180.0, -60.0], ""source"": ""nominatim"", ""confidence"": 0.823, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": null}, ""level"": ""country"", ""query"": ""Antarctica"", ""matched_name"": ""Antarctica"", ""bbox_synthetic"": false, ""importance"": 0.746, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""country"", ""acceptance_reason"": ""no_coarser_level_available"", ""failed_containment_checks"": [], ""site_name"": ""RISP drill site at 82°22'S, 168°40'W"", ""role"": ""primary""}, {""lat"": -72.843869, ""lon"": 0.0, ""bbox"": [-180.0, -85.051129, 180.0, -60.0], ""source"": ""nominatim"", ""confidence"": 0.823, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": null}, ""level"": ""country"", ""query"": ""Antarctica"", ""matched_name"": ""Antarctica"", ""bbox_synthetic"": false, ""importance"": 0.746, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""country"", ""acceptance_reason"": ""no_coarser_level_available"", ""failed_containment_checks"": [], ""site_name"": ""temporary base camp at 80°07'S, 160°41'W"", ""role"": ""primary""}, {""lat"": -72.843869, ""lon"": 0.0, ""bbox"": [-180.0, -85.051129, 180.0, -60.0], ""source"": ""nominatim"", ""confidence"": 0.823, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": null, ""country"": null}, ""level"": ""country"", ""query"": ""Antarctica"", ""matched_name"": ""Antarctica"", ""bbox_synthetic"": false, ""importance"": 0.746, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""country"", ""acceptance_reason"": ""no_coarser_level_available"", ""failed_containment_checks"": [], ""site_name"": ""temporary base camp at 80°30'S, 175°30'E"", ""role"": ""primary""}], ""scope"": ""site"", ""textual_location"": ""Ross Sea Embayment"", ""corridor"": false}","[p.4, 23, 28] A drill camp will be established at 82°22'S, 168°40'W and the old base camp will be dismantled and removed.","4, 23, 28 (field-level)",yes,composite=0.850,,,,
key_people.agency_preparers[0],"{""name"": ""Bruce Parker"", ""role"": ""Chairman"", ""organization"": ""Virginia Polytechnic Institute and State University"", ""bucket"": ""agency_preparers""}","[p.7] Bruce Parker, Chairman, Virginia Polytechnic Institute and State University",7,yes,composite=1.000,,,,
key_people.agency_preparers[1],"{""name"": ""Mary Alice McWhinnie"", ""role"": ""Committee Member"", ""organization"": ""DePaul University"", ""bucket"": ""agency_preparers""}","[p.7] Mary Alice McWhinnie, DePaul University",7,yes,composite=1.000,,,,
key_people.agency_preparers[2],"{""name"": ""David Elliot"", ""role"": ""Committee Member"", ""organization"": ""Ohio State University"", ""bucket"": ""agency_preparers""}","[p.7] David Elliot, Ohio State University",7,yes,composite=1.000,,,,
key_people.agency_preparers[3],"{""name"": ""Sherwood Reed"", ""role"": ""Committee Member"", ""organization"": ""Cold Regions Research and Engineering Laboratory"", ""bucket"": ""agency_preparers""}","[p.7] Sherwood Reed, Cold Regions Research and Engineering Laboratory",7,yes,composite=1.000,,,,
key_people.agency_preparers[4],"{""name"": ""Robert H. Rutford"", ""role"": ""ex officio member of committee"", ""organization"": ""RISP Management Office"", ""bucket"": ""agency_preparers""}","[p.7] Robert H. Rutford, RISP Management Office (ex officio member of committee)",7,yes,composite=1.000,,,,
key_people.agency_preparers[5],"{""name"": ""John P. Giacomini"", ""role"": ""Chairman, Committee on Environmental Statements"", ""organization"": ""National Science Foundation"", ""bucket"": ""agency_preparers""}","[p.4] John P. Giacomini Chairman, Committee on Environmental Statements National Science Foundation 1800 G Street, N. W. Washington, D. C. 20550",4,yes,composite=1.000,,,,
key_people.cooperating_agencies,,"[p.4, 7] Bruce Parker, Chairman, Virginia Polytechnic Institute and State University","4, 7 (field-level)",yes,composite=1.000,,,,
key_people.consulted_entities,,"[p.4, 7] Bruce Parker, Chairman, Virginia Polytechnic Institute and State University","4, 7 (field-level)",yes,composite=1.000,,,,
key_people.public_commenters,,"[p.4, 7] Bruce Parker, Chairman, Virginia Polytechnic Institute and State University","4, 7 (field-level)",yes,composite=1.000,,,,
key_people.summary,"{""comment_response_present"": true}","[p.4, 7] Bruce Parker, Chairman, Virginia Polytechnic Institute and State University","4, 7 (field-level)",yes,composite=1.000,,,,
