# doc_id: p1074_35556036546182
# work_id: csv:35556036546182
# title: Airport Spur connection, I-94 to General Mitchell Field, Milwaukee : environmental impact statement.
# grade options: correct|minor_issue|wrong|cant_tell
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote present verbatim on cited page; no = forced HUMAN_REVIEW; mixed = some verified, some not.

field,extracted_value,quote,source_pages,quote_verified,critic_verdict,model_confidence,your_grade,your_notes
alternatives[0],"{""name"": ""Corridor 1"", ""description"": ""One of five corridor alignments evaluated for connecting I-94 to General Mitchell Field; a portion of traffic using this corridor would take a route to the terminal other than the proposed spur.""}",[p.214] corridors 1 and 4 that a portion of this traffic will take a route to the terminal other than the proposed spur,214,yes,PASS,high,,"All eight extracted alternatives are directly supported by verbatim quotes confirmed in the cited pages. The No Build alternative is properly included, and no outside-knowledge alternatives were intr…"
alternatives[1],"{""name"": ""Corridor 2"", ""description"": ""A second corridor alignment option evaluated for the Airport Spur project.""}","[p.216] Pursuant to Wisconsin Administrative Code NR 154.05, we therefore approve construction of the Airport Spur along any of corridors 1, 2, 3, or 5.",216,yes,PASS,high,,
alternatives[2],"{""name"": ""Corridor 3"", ""description"": ""A third corridor alignment option; it falls totally within the 1974 NEF noise contours for General Mitchell Field.""}",[p.189] Corridor's #3 and #5 are totally within the 1974 NEF contours for General Mitchell Field,189,yes,PASS,high,,
alternatives[3],"{""name"": ""Corridor 4"", ""description"": ""A fourth corridor alignment option; similar to an alignment leaving I-94 heading southwest along Howell Avenue, and a portion of its traffic would use a route other than the proposed spur.""}",[p.249] This alignment is similar to alternate #4 which is investigated in the Final EIS.,249,yes,PASS,high,,
alternatives[4],"{""name"": ""Corridor 5 (Proposed/Recommended)"", ""description"": ""The proposed project and recommended alignment, falling totally within the 1974 NEF noise contours for General Mitchell Field; it results in a higher percentage of loss in agricultural and open lands than any other alternative.""}",[p.175] the proposed project (alternative #5) would result in a higher percentage of loss in agricultural and open lands than any of the other alternatives discussed,175,yes,PASS,high,,
alternatives[5],"{""name"": ""No Build (No Action)"", ""description"": ""The alternative in which the Airport Spur is not constructed, with airport-generated traffic dispersed over existing local arterial streets and surface routes.""}","[p.214] with the no build alternative the traffic is dispersed over four different, partially overlapping routes",214,yes,PASS,high,,
alternatives[6],"{""name"": ""College Avenue Upgrade"", ""description"": ""An alternative proposed by State Representative John Plewa involving upgrading College Avenue for use as the primary access route to and from Mitchell Field, avoiding construction of a new freeway facility.""}",[p.194] He has suggested the upgrading of College Ave. for use to and from Mitchell Field.,194,yes,PASS,high,,
alternatives[7],"{""name"": ""Exclusive Bus Lanes"", ""description"": ""An alternative involving construction of exclusive bus lanes along the existing Milwaukee expressway system toward Mitchell Field, diverting resources from freeway construction to mass transit.""}",[p.194] The Division of Highways could divert its resources to the construction of a series of exclusive buslanes along the present Milwaukee expressway system from the center of Milwaukee towards Mitchell Field.,194,yes,PASS,high,,
themes,"{""themes"": [""Transportation Infrastructure"", ""Urban Development""], ""subthemes"": [""Mobility Networks and Connectivity"", ""Infrastructure Impacts on Landscapes"", ""Urban Expansion and Land Use Change"", ""Community Resistance and Activism""]}","[p.8] This highway improvement will provide a 1.5 mile direct freeway-airport connection, on new location within Corridor #5, between existing Interstate Route 94 and General Mitchell Field. | [p.19] The cost of engineering, right of way and construction for the proposed facility is now estimated to be about $14.0 million, with inflationary factors considered. | [p.171] $12.1 million project that is presently scheduled for construction","8, 19, 171",yes,HUMAN_REVIEW,high,,The thematic selections are substantively reasonable and well-justified by the quoted evidence — a freeway-airport spur with community opposition fits both Transportation Infrastructure and Urban Dev…
location.places[0],"{""name"": ""Airport Spur, I-94 to General Mitchell Field"", ""kind"": ""corridor"", ""state"": ""Wisconsin""}",[UNVERIFIED] connecting Interstate Route I-94 (North-South Freeway) to the airport terminal facilities at General Mitchell Field,,no,PASS_WITH_NOTE,high,,"The extraction is substantively correct. The corridor endpoints (I-94 and General Mitchell Field) and the administrative location (City of Milwaukee, Milwaukee County, Wisconsin) are all confirmed in…"
location.places[1],"{""name"": ""City of Milwaukee, Milwaukee County, Wisconsin"", ""kind"": ""region"", ""state"": ""Wisconsin""}","[p.8] The project is located in the City of Milwaukee, Milwaukee County. See Figures 1 and 2.",8,yes,PASS_WITH_NOTE,high,,
location.summary,"{""is_multi_site"": false, ""geocoded"": [{""name"": ""Airport Spur, I-94 to General Mitchell Field"", ""lat"": null, ""lon"": null}, {""name"": ""City of Milwaukee, Milwaukee County, Wisconsin"", ""lat"": 43.038648, ""lon"": -87.909075, ""address"": ""Milwaukee, Milwaukee County, Wisconsin, United States""}]}",,,,PASS_WITH_NOTE,high,,
key_people.agency_preparers[0],"{""name"": ""John O. Hibbs"", ""role"": ""Division Engineer, Federal Highway Administration""}","[p.8] Mr. John O. Hibbs, Division Engineer",8,yes,HUMAN_REVIEW,high,,All extracted values are well-supported by the cited text. The Wisconsin Department of Local Affairs and Development flagged as unverified by the extractor is actually present in the page 15 consulta…
key_people.agency_preparers[1],"{""name"": ""I. C. Herried"", ""role"": ""Chief of Facilities Development, State of Wisconsin Department of Transportation""}","[p.8] Mr. I. C. Herried, P.E.",8,yes,HUMAN_REVIEW,high,,
key_people.agency_preparers[2],"{""name"": ""W. G. Emrich"", ""role"": ""Director, Office of Environment and Design Regional Federal Highway Administrator""}",[p.1] W. G. EMRICH,1,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[0],"{""name"": ""Federal Aviation Administration, Minneapolis""}","[p.15] *Federal Aviation Administration, Minneapolis",15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[1],"{""name"": ""Department of Housing and Urban Development (Milwaukee)""}",[p.15] *Department of Housing and Urban Development (!iilwaukee),15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[2],"{""name"": ""Department of Health, Education and Welfare""}","[p.15] Department of Health, Education and Welfare",15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[3],"{""name"": ""Environmental Protection Agency (Region V)""}",[p.15] *Environmental Protection Agency (Region V),15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[4],"{""name"": ""U.S. Department of the Interior""}",[p.15] *U.S. Department of the Interior,15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[5],"{""name"": ""U.S. Department of Commerce, Department of Environmental Affairs""}","[p.15] U.S. Department of Commerce, Department of Environmental Affairs",15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[6],"{""name"": ""Department of the Army, Corps of Engineers, Chicago District""}","[p.15] Department of the Army, Corps of Engineers, Chicago District",15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[7],"{""name"": ""Department of Transportation - Assistant Secretary for Environment and Urban Systems (TEU)""}",[p.15] *Department of Transportation - Assistant Secretary for Environment and Urban Systems (TEU),15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[8],"{""name"": ""Commanding General, 440th Tactical Air Lift Wing, USAF, General Mitchell Field""}","[p.15] Commanding General, 440th Tactical Air Lift !!ing, USAF, General Mitchell Field",15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[9],"{""name"": ""Southeastern Wisconsin Regional Planning Commission""}",[p.15] *Southeastern Wisconsin Regional Planning Commission,15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[10],"{""name"": ""Bureau of Environmental Impact, Wisconsin Department of Natural Resources""}","[p.15] *Bureau of Environmental Impact, Wisconsin Department of Natural Resources",15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[11],"{""name"": ""Wisconsin State Historical Society""}",[p.15] Wisconsin State Historical Society,15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[12],"{""name"": ""Wisconsin Department of Local Affairs and Development""}",[UNVERIFIED] *Wisconsin Department of Local Affairs and Development,,no,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[13],"{""name"": ""Milwaukee County Expressway and Transportation Commission""}",[p.15] *Milwaukee County Expressway and Transportation Commission,15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[14],"{""name"": ""Milwaukee County Department of Air Pollution Control""}",[p.15] *Milwaukee County Department of Air Pollution Control,15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[15],"{""name"": ""Milwaukee County Park Commission""}",[p.15] Milwaukee County Park Commission,15,yes,HUMAN_REVIEW,high,,
key_people.cooperating_agencies[16],"{""name"": ""Milwaukee County Environmental Committee""}",[p.15] Milwaukee County Environmental Committee,15,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[0],"{""name"": ""State Historical Society of Wisconsin"", ""kind"": ""organization"", ""stance"": ""neutral""}","[p.161] Mr. Harry H. Anderson, executive director of the Milwaukee County Historical Society, has confirmed the State Historical Society's records indicating that no historical or archeological sites will be affected by the above project.",161,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[1],"{""name"": ""Milwaukee County Expressway and Transportation Commission"", ""kind"": ""organization"", ""stance"": ""support""}",[p.163] The Commission has actively participated in the development of the Airport Spur and feels that Alternate #5 offers the least disruptive connection to the airport with minimal adverse environmental impacts.,163,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[2],"{""name"": ""Myers"", ""kind"": ""official"", ""stance"": ""conditional""}","[p.164] your computations show the contribution to the atmosphere of the various alternatives. However, they do not provide an estimate of the effect on an individual, i.e., the local effects of the different alternatives.",164,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[3],"{""name"": ""Doyne"", ""kind"": ""official"", ""stance"": ""support""}",[p.166] The recommended alignment Alternate #5 offers the least disruptive connection to the Airport with minimal adverse environmental impacts. This alternate is also most compatible with long-range planning for the Airport.,166,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[4],"{""name"": ""Milwaukee County Park Commission"", ""kind"": ""organization"", ""stance"": ""conditional""}",[p.167] the recommended alternate Corridor location (#5) for the Airport Spur does not conflict with existing or proposed Milwaukee County parks.,167,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[5],"{""name"": ""U.S. Department of Transportation Office of Environmental Affairs"", ""kind"": ""official"", ""stance"": ""neutral""}",[p.169] We appreciate the opportunity to review and comment on this draft environmental impact statement. We have no specific comments to offer on the statement.,169,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[6],"{""name"": ""Federal Aviation Administration"", ""kind"": ""official"", ""stance"": ""conditional""}",[p.170] Without choosing between the alternatives we feel there should be a better development of the third complete paragraph on page 82. The claim that relocation is a benefit to those people moved appears to be unsubstantiated.,170,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[7],"{""name"": ""Plewa"", ""kind"": ""official"", ""stance"": ""oppose""}",[p.172] I find these objections to your proposal: 1. You have not made a convincing case for spending $12.1 million for an expressway-type facility that will cover only 1.5 miles.,172,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[8],"{""name"": ""U.S. Department of the Interior"", ""kind"": ""official"", ""stance"": ""conditional""}",[p.174] We have reviewed the above statement in our areas of jurisdiction and expertise and find that it is generally inadequate in its discussion of the existing natural environment and related impacts.,174,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[9],"{""name"": ""Rehm"", ""kind"": ""official"", ""stance"": ""support""}",[p.178] we find the impact statement a correct portrayal of the air pollution considerations attendant to the subject project.,178,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[10],"{""name"": ""Szyba"", ""kind"": ""private"", ""stance"": ""oppose""}",[p.180] I oppose the project. I don't think it is worth the sacrifice to the neighborhood and it's not worth the price.,180,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[11],"{""name"": ""Southeastern Wisconsin Regional Planning Commission"", ""kind"": ""organization"", ""stance"": ""support""}",[p.185] it is difficult to find that the Airport Spur will have an adverse environmental impact on the community which has already been subject to or constructed around major transportation facilities.,185,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[12],"{""name"": ""Environmental Protection Agency Region V"", ""kind"": ""official"", ""stance"": ""support""}",[p.188] we have no objections to the project and we believe the EIS provides sufficient information to make this determination.,188,yes,HUMAN_REVIEW,high,,
key_people.public_commenters[13],"{""name"": ""private commenter"", ""kind"": ""private"", ""stance"": ""oppose""}","[p.190] I submit to you here my opposition to the proposed Airport Spur Highway Project and request that the following comments be received, considered, and inserted in the Final Environmental Impact Statement.",190,yes,HUMAN_REVIEW,high,,
