# doc_id: p0491_35556036091957
# work_id: csv:35556036091957
# title: Off-road vehicles on public lands, implementation of Executive Order 11644 : environmental impact statement.
# grade options: correct|minor_issue|wrong|cant_tell
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote present verbatim on cited page; no = forced HUMAN_REVIEW; mixed = some verified, some not.

field,extracted_value,quote,source_pages,quote_verified,critic_verdict,model_confidence,your_grade,your_notes
alternatives[0],"{""name"": ""No Action"", ""description"": ""Maintaining the status quo on Interior lands, allowing continued and increasing ORV use without new departmental regulation or designation, resulting in ongoing resource degradation and safety hazards.""}","[p.17] No Action: Selection of this alternative would amount to maintaining the status quo position on Interior lands, which is one rife with problems.",17,yes,PASS,high,,"All four extracted alternatives are verified against the cited page text with accurate verbatim quotes. The No Action alternative is properly included, and no outside-knowledge alternatives were adde…"
alternatives[1],"{""name"": ""Close All Interior Lands to ORV Use"", ""description"": ""Prohibiting ORV use on all Department of the Interior lands, which would best protect ecosystems but would significantly limit recreational opportunities for ORV users and conflict with the Department's multiple-use mandate.""}","[p.18] Close all Department of the Interior Lands to ORV Use: This alternative, perhaps the best in terms of protecting the integrity of ecosystems which maintain the character of the public lands, would limit the spectrum of recreation opportunities (present and future) available to the general pu…",18,yes,PASS,high,,
alternatives[2],"{""name"": ""Open All Interior Lands to ORV Use"", ""description"": ""Permitting ORV use across all Department of the Interior lands, providing the broadest range of options for ORV users but causing the most extensive environmental impacts and conflicting with laws protecting designated Wilderness and Primitive Areas.""}","[p.19] Open all Department of the Interior Lands to ORV Use: This alternative affords to ORV users the broadest range of options to make use of the public lands and would involve the most extensive spectrum of impacts on the non-living features, the plants and animal communities living on those lan…",19,yes,PASS,high,,
alternatives[3],"{""name"": ""Delegate to Bureaus Without Secretarial Review"", ""description"": ""Allowing each Interior bureau to implement Executive Order 11644 independently according to its own program responsibilities, without Secretarial oversight, resulting in inconsistent rules across bureau lands.""}","[p.20] Delegate to Bureaus the Authority to Implement the Executive Order Without Secretarial Review: In accord with their respective program responsibilities, the Department's bureaus have already taken some measures to manage ORV use on their respective lands.",20,yes,PASS,high,,
themes,"{""themes"": [""Wildlife and Natural Areas"", ""Governance and Institutional Control"", ""Transportation Infrastructure""], ""subthemes"": [""Habitat Conservation and Biodiversity"", ""Environmental Regulation and Policy"", ""Institutional Power and Resource Management"", ""Infrastructure Impacts on Landscapes"", ""Mobility Networks and Connectivity""]}","[p.3] The proposed action would implement Executive Order 11644, concerning use of motorized off-road vehicles (ORV), through regulations promulgated by Department of the Interior bureaus in conformance with a Secretarial memorandum. | [p.197] On February 9, 1972, President Nixon issued Executive Order 11644 (37 F.R. 2877), noting a rapid increase in the use of off-road vehicles (ORVs) on public lands | [p.97] The Draft Environmental Impact Statement prepared by your Bureau applies to all Interior Agencies, Bureau of Outdoor Recreation, Bureau of Land Management, Bureau of Sport Fisheries and Wildlife, National Park Service and the Bureau of Reclamation.","3, 197, 97",yes,PASS,high,,"The extraction is well-supported by the cited evidence and aligns cleanly with the taxonomy. All three themes are directly evidenced by the EIS content regarding federal ORV regulation, institutional…"
location.places[0],"{""name"": ""Public Lands administered by the Department of the Interior (nationwide)"", ""kind"": ""region"", ""state"": null}",[p.9] The lands administered by the Department range geographically from the Arctic tip of Alaska to the submerged coral of the Caribbean and the Pacific Islands.,9,yes,PASS,high,,The extracted location accurately reflects a nationwide programmatic EIS covering all Interior Department public lands. The verbatim quote is confirmed present on page 9 and correctly supports the ge…
location.summary,"{""is_multi_site"": true, ""geocoded"": [{""name"": ""Public Lands administered by the Department of the Interior (nationwide)"", ""lat"": null, ""lon"": null}]}",,,,PASS,high,,
key_people.agency_preparers[0],"{""name"": ""Bureau of Outdoor Recreation"", ""role"": ""Preparing agency""}",[p.1] Prepared by Bureau of Outdoor Recreation Department of the Interior,1,yes,PASS,high,,"All agency preparers and cooperating agencies are supported by verbatim quotes on the cited pages, consistent with the source text provided. No public commenters or private individuals were extracted…"
key_people.cooperating_agencies[0],"{""name"": ""Department of Defense""}","[p.23] Department of Defense, Deputy Assistant Secretary of Defense (Environmental Quality)",23,yes,PASS,high,,
key_people.cooperating_agencies[1],"{""name"": ""Department of Agriculture""}",[p.25] copies of the draft ORV environmental statement under appropriate cover correspondence requesting comments were forwarded to the Department of Agriculture,25,yes,PASS,high,,
key_people.cooperating_agencies[2],"{""name"": ""Department of Housing & Urban Development""}",[p.3] Department of Housing & Urban Development,3,yes,PASS,high,,
key_people.cooperating_agencies[3],"{""name"": ""Department of Commerce""}","[p.23] Department of Commerce, Deputy Assistant Secretary for Environmental Affairs",23,yes,PASS,high,,
key_people.cooperating_agencies[4],"{""name"": ""Department of Health, Education & Welfare""}","[p.23] Department of Health, Education, and Welfare, Assistant Secretary for Health and Scientific Affairs",23,yes,PASS,high,,
key_people.cooperating_agencies[5],"{""name"": ""Department of Transportation""}","[p.23] Department of Transportation, Assistant Secretary for Environment and Urban Systems",23,yes,PASS,high,,
key_people.cooperating_agencies[6],"{""name"": ""Environmental Protection Agency""}",[p.3] *Environmental Protection Agency,3,yes,PASS,high,,
key_people.cooperating_agencies[7],"{""name"": ""Tennessee Valley Authority""}","[p.24] Tennessee Valley Authority, Director of Environmental Research and Development",24,yes,PASS,high,,
key_people.cooperating_agencies[8],"{""name"": ""Bureau of Outdoor Recreation""}",[p.3] *Bureau of Outdoor Recreation,3,yes,PASS,high,,
key_people.cooperating_agencies[9],"{""name"": ""Bureau of Land Management""}",[p.24] Bureau of Land Management Director,24,yes,PASS,high,,
key_people.cooperating_agencies[10],"{""name"": ""Bureau of Reclamation""}","[p.24] Bureau of Reclamation, Acting Commissioner",24,yes,PASS,high,,
key_people.cooperating_agencies[11],"{""name"": ""Bureau of Sport Fisheries & Wildlife""}","[p.24] Bureau of Sport Fisheries and Wildlife, Acting Deputy Director",24,yes,PASS,high,,
key_people.cooperating_agencies[12],"{""name"": ""National Park Service""}","[p.24] National Park Service, Assistant Director, Cooperative Services",24,yes,PASS,high,,
key_people.cooperating_agencies[13],"{""name"": ""Geological Survey""}","[p.25] Geological Survey, Acting Director",25,yes,PASS,high,,
key_people.cooperating_agencies[14],"{""name"": ""Bureau of Indian Affairs""}","[p.25] Bureau of Indian Affairs, Director, Office of Planning",25,yes,PASS,high,,
key_people.cooperating_agencies[15],"{""name"": ""Federal Communications Commission""}","[p.24] Federal Communications Commission, Chairman",24,yes,PASS,high,,
key_people.cooperating_agencies[16],"{""name"": ""Office of Management and Budget""}","[p.9] these draft ORV regulations were reviewed by the involved Federal agencies, including the Office of Management and Budget",9,yes,PASS,high,,
key_people.public_commenters,,,,,PASS,high,,
