# doc_id: p1074_35556036105336
# work_id: csv:35556036105336
# title: Randolph urban renewal area : environmental impact statement.
# n_commenters: 50
# n_complaints: 68
# n_responses: 11
# grade options: correct|minor_issue|wrong|cant_tell
# stance vocab: in_favor|opposed|conditional|neutral
# kind vocab: individual|official|organization|agency|tribe|government|other
# response_pages: resolved by searching source per-page JSON for the response opening_anchor; '?' means anchor did not match any page.

complainer_id,entity,kind,role,stance,stance_confidence,comment_pages_from,comment_pages_to,comment_pages_all,n_complaints,responded,response_ids,response_pages,response_agency,needs_human_review,human_review_reasons,your_grade,your_notes
p1074_35556036105336_K028,"James River and Kanawha Canal Parks, Inc.",organization,Litigant against Downtown Expressway project,opposed,medium,70,70,70,1,N,,,,no,,,
p1074_35556036105336_K027,"Hugh W. Burdll, Jr.",official,"Regional Federal Highway Administrator, FHWA Region III",opposed,high,71,71,71,1,Y,p1074_35556036105336_R005,72,HUD,no,,,
p1074_35556036105336_K034,U. S. Department of Transportation Federal Highway Administration,agency,"Federal highway regulatory agency, commenter on Draft EIS",conditional,high,71,71,71,1,Y,p1074_35556036105336_R006,72,U.S. Department of Housing and Urban Development,no,,,
p1074_35556036105336_K025,Council on Environmental Quality,agency,Federal environmental policy body,neutral,medium,72,72,72,1,N,,,,no,,,
p1074_35556036105336_K026,HUD,agency,"U.S. Department of Housing and Urban Development, project sponsor and EIS preparer",in_favor,high,72,72,72,6,N,,,,no,,,
p1074_35556036105336_K024,City Administration,government,City of Richmond administration,conditional,high,83,83,83,1,Y,p1074_35556036105336_R007,85,other,no,,,
p1074_35556036105336_K037,William J. Leidinge,official,"City Manager, City of Richmond",in_favor,high,84,84,84,1,Y,p1074_35556036105336_R008,85,other,no,,,
p1074_35556036105336_K047,Redevelopment and Housing Authority,agency,Local Public Agency administering Randolph Urban Renewal,conditional,medium,93,101,"93,94,101",3,Y,p1074_35556036105336_R009,93,other,no,,,
p1074_35556036105336_K040,City Council,government,Richmond City Council,neutral,medium,101,101,101,1,N,,,,no,,,
p1074_35556036105336_K049,VOICES (Vehement Outcry of Interested Citizens for an Equitable Society),organization,"Community organizing group, Randolph area",neutral,medium,101,101,101,1,N,,,,no,,,
p1074_35556036105336_K038,Alan Kiepper,individual,"City Manager, Richmond",in_favor,medium,103,103,103,1,N,,,,yes,private_individual,,
p1074_35556036105336_K050,"West End Advisory Council, Inc.",organization,"Community advisory organization, West End Richmond",conditional,medium,103,103,103,1,Y,p1074_35556036105336_R010,103,Randolph Planning Study Board,no,,,
p1074_35556036105336_K039,Alan Siff,individual,"Consultant Planner, Harland Bartholomew and Associates",in_favor,medium,105,105,105,2,N,,,,yes,private_individual,,
p1074_35556036105336_K041,commission of architectural review,agency,City architectural review body,conditional,medium,105,105,105,1,N,,,,no,,,
p1074_35556036105336_K042,Dr. Allix B. James,individual,"Chairman, City Planning Commission",neutral,medium,105,105,105,1,N,,,,yes,private_individual,,
p1074_35556036105336_K043,Frank Mattone,individual,"Member, City planning staff",neutral,medium,105,105,105,1,N,,,,yes,private_individual,,
p1074_35556036105336_K044,Mrs. Douglas C. Burke,individual,City Planning Commission member,conditional,medium,105,105,105,1,Y,p1074_35556036105336_R011,105,other,yes,private_individual,,
p1074_35556036105336_K045,Petronius S. Jones,individual,"Chairman, Randolph Planning Study Board",conditional,medium,105,105,105,1,N,,,,yes,private_individual,,
p1074_35556036105336_K046,Planning Director A. Howe Todd,official,"Planning Director, City of Richmond",neutral,medium,105,105,105,1,N,,,,no,,,
p1074_35556036105336_K048,Virginia Historic Landmarks Commission,agency,Commonwealth of Virginia historic preservation agency,conditional,high,119,119,119,1,N,,,,no,,,
p1074_35556036105336_K008,Department of Housing and Urban Development,agency,Preparing agency / project funder,neutral,low,13,13,13,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556036105336_K021,Virginia Department of Health,agency,State agency commenter,neutral,low,2,2,2,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036105336_K022,Virginia Department of Highways,agency,State agency commenter,neutral,low,2,66,"2,66",1,N,,,,yes,low_stance_confidence;no_complaints,,
