# doc_id: p1074_35556039563135
# work_id: csv:35556039563135
# title: Lincoln Hwy upgrade from Cicero Ave. to Chicago Road, Cook County : environmental impact statement.
# n_commenters: 131
# n_complaints: 164
# n_responses: 54
# grade options: correct|minor_issue|wrong|cant_tell
# stance vocab: in_favor|opposed|conditional|neutral
# kind vocab: individual|official|organization|agency|tribe|government|other
# response_pages: resolved by searching source per-page JSON for the response opening_anchor; '?' means anchor did not match any page.

complainer_id,entity,kind,role,stance,stance_confidence,comment_pages_from,comment_pages_to,comment_pages_all,n_complaints,responded,response_ids,response_pages,response_agency,needs_human_review,human_review_reasons,your_grade,your_notes
p1074_35556039563135_K068,Metropolitan Sanitary District,agency,Regional sanitary district / early coordination meeting participant,neutral,low,157,157,157,1,N,,,,yes,low_stance_confidence,,
p1074_35556039563135_K059,Forest Preserve District of Cook County,agency,"Forest preserve district, commenter on temporary construction easement",conditional,medium,158,158,158,1,Y,p1074_35556039563135_R013,158,Illinois Department of Transportation,no,,,
p1074_35556039563135_K118,Arthur J. Darek,official,"Real Estate & License Engineer, Forest Preserve District of Cook County",conditional,high,158,158,158,1,Y,p1074_35556039563135_R014,158,Illinois Department of Transportation,no,,,
p1074_35556039563135_K045,Bob Frantz,individual,"Bureau of Outdoor Recreation staff, commenter",neutral,medium,159,159,159,1,N,,,,yes,private_individual,,
p1074_35556039563135_K051,Department of Agriculture - Forest Service,agency,Federal agency / early coordination commenter,conditional,medium,159,159,159,1,Y,p1074_35556039563135_R015,159,Illinois Department of Transportation,no,,,
p1074_35556039563135_K075,United States Department of Housing and Urban Development,agency,Federal agency commenter on Section 4(f),neutral,high,159,191,"159,191",2,Y,p1074_35556039563135_R016;p1074_35556039563135_R050,159;191,Illinois Department of Transportation,no,,,
p1074_35556039563135_K086,Department of Housing and Urban Development,agency,"Federal agency, commenter on Section 4(f) land review",neutral,medium,159,191,"159,191",2,Y,p1074_35556039563135_R017;p1074_35556039563135_R051,159;191,other,no,,,
p1074_35556039563135_K099,John L. Waner,official,"Director, Department of Housing and Urban Development Area Office, Chicago",neutral,medium,159,159,159,2,Y,p1074_35556039563135_R018;p1074_35556039563135_R019,159;159,other,no,,,
p1074_35556039563135_K107,Bureau of Outdoor Recreation,agency,"Federal agency, commenter on Section 4(f) applicability",neutral,medium,160,160,160,1,Y,p1074_35556039563135_R020,159,Illinois Department of Transportation,no,,,
p1074_35556039563135_K112,John D. Cherry,official,"Regional Director, Bureau of Outdoor Recreation, Lake Central Region",neutral,high,160,160,160,1,Y,p1074_35556039563135_R021,170,other,no,,,
p1074_35556039563135_K128,United States Department of the Interior Bureau of Outdoor Recreation,agency,federal commenter on Section 4(f) / Roosevelt School property,neutral,medium,160,160,160,2,Y,p1074_35556039563135_R022;p1074_35556039563135_R023,159;170,Illinois Department of Transportation,no,,,
p1074_35556039563135_K043,Board of Education District No. 170,agency,School district / early coordination commenter,conditional,medium,161,161,161,4,Y,p1074_35556039563135_R024;p1074_35556039563135_R025;p1074_35556039563135_R026,161;170;177,other,no,,,
p1074_35556039563135_K084,Charles N. Rellis,official,"Assistant Superintendent, Board of Education District No. 170, Chicago Heights",conditional,medium,161,228,"161,228",1,Y,p1074_35556039563135_R027,161,other,no,,,
p1074_35556039563135_K119,"Board of Education, District No. 170, Cook County",organization,school district / commenter on Roosevelt School property,conditional,high,161,161,161,1,Y,p1074_35556039563135_R028,161,Illinois Department of Transportation,no,,,
p1074_35556039563135_K077,United States Environmental Protection Agency,agency,Federal agency / draft EIS commenter,conditional,high,172,172,172,4,Y,p1074_35556039563135_R029;p1074_35556039563135_R030;p1074_35556039563135_R031;p1074_35556039563135_R032,173;172;174;174,other,no,,,
p1074_35556039563135_K058,Donald A. Wallgren,individual,"Acting Chief, Federal Activities Coordination Branch, EPA Region V",conditional,high,173,173,173,1,Y,p1074_35556039563135_R033,173,other,yes,private_individual,,
p1074_35556039563135_K055,"Department of Health, Education, and Welfare",agency,Federal agency / draft EIS commenter,neutral,high,176,176,176,1,Y,p1074_35556039563135_R034,176,other,no,,,
p1074_35556039563135_K067,"Merlin K. DuVal, M.D.",individual,"Assistant Secretary for Health and Scientific Affairs, Department of Health, Education, and Welfare",neutral,high,176,176,176,1,Y,p1074_35556039563135_R035,176,other,yes,private_individual,,
p1074_35556039563135_K069,Office of Economic Opportunity,agency,Federal agency / draft EIS commenter,neutral,high,176,176,176,1,Y,p1074_35556039563135_R036,177,other,no,,,
p1074_35556039563135_K071,Sidney R. Galler,individual,"Deputy Assistant Secretary for Environmental Affairs, Department of Commerce",neutral,medium,176,176,176,1,Y,p1074_35556039563135_R037,176,other,yes,private_individual,,
p1074_35556039563135_K073,The Assistant Secretary of Commerce,agency,Federal agency / draft EIS commenter,neutral,high,176,176,176,1,Y,p1074_35556039563135_R038,176,other,no,,,
p1074_35556039563135_K085,Department of Commerce,agency,Federal agency reviewer,neutral,high,176,176,176,1,Y,p1074_35556039563135_R039,176,other,no,,,
p1074_35556039563135_K072,State of Illinois - Governor's Office of Human Resources,agency,State agency / relocation reviewer,neutral,medium,177,183,"177,183",2,Y,p1074_35556039563135_R040,177,other,no,,,
p1074_35556039563135_K050,Department of Aeronautics,agency,State clearinghouse agency / draft EIS commenter,neutral,high,179,197,"179,197",2,Y,p1074_35556039563135_R041,179,other,no,,,
p1074_35556039563135_K054,Department of Corrections,agency,State clearinghouse agency / draft EIS commenter,neutral,high,179,197,"179,197",2,Y,p1074_35556039563135_R042,179,other,no,,,
p1074_35556039563135_K056,Department of Local Government Affairs,agency,State clearinghouse agency / draft EIS commenter,neutral,medium,179,179,179,1,Y,p1074_35556039563135_R043,179,other,no,,,
p1074_35556039563135_K080,Allan F. Landolt,official,"Director, Illinois Department of Aeronautics",neutral,medium,179,179,179,1,Y,p1074_35556039563135_R044,179,other,no,,,
p1074_35556039563135_K094,Henry Holling,official,"Reviewer, Illinois Department of Local Government Affairs",neutral,medium,179,179,179,1,Y,p1074_35556039563135_R045,179,other,no,,,
p1074_35556039563135_K103,Peter B. Bensinger,official,"Director, Illinois Department of Corrections",neutral,medium,179,179,179,1,Y,p1074_35556039563135_R046,179,other,no,,,
p1074_35556039563135_K052,Department of Business and Economic Development,agency,State clearinghouse agency / draft EIS commenter,neutral,high,180,197,"180,197",2,Y,p1074_35556039563135_R047,180,other,no,,,
p1074_35556039563135_K062,Illinois Archaeological Survey,agency,State clearinghouse agency / draft EIS commenter,neutral,high,180,197,"180,197",2,Y,p1074_35556039563135_R048,180,other,no,,,
p1074_35556039563135_K083,Charles J. Bareis,official,"Secretary-Treasurer, Illinois Archaeological Survey",neutral,medium,180,180,180,1,Y,p1074_35556039563135_R049,180,other,no,,,
p1074_35556039563135_K104,Phillip Sanchez,official,"Director, Office of Economic Opportunity",neutral,high,196,196,196,1,N,,,,no,,,
p1074_35556039563135_K066,Illinois State Geological Survey,agency,State clearinghouse agency / draft EIS commenter,neutral,high,197,197,197,2,Y,p1074_35556039563135_R052,197,other,no,,,
p1074_35556039563135_K081,Board of Vocational Education and Rehabilitation Division of Vocational Rehabilitation,agency,Illinois state agency reviewer,neutral,high,197,197,197,2,N,,,,yes,quote_not_verbatim,,
p1074_35556039563135_K093,Governor's Office of Human Resources,agency,Illinois state agency reviewer,neutral,low,197,197,197,1,N,,,,yes,quote_not_verbatim;low_stance_confidence,,
p1074_35556039563135_K098,John E. Hirten,official,"Acting Assistant Secretary for Environment and Urban Systems, U.S. Department of Transportation",conditional,high,197,197,197,1,N,,,,no,,,
p1074_35556039563135_K087,Department of Local Governmental Affairs,agency,Illinois state agency reviewer,neutral,high,198,198,198,2,N,,,,no,,,
p1074_35556039563135_K053,Department of Children & Family Services,agency,State clearinghouse agency / draft EIS commenter,neutral,high,200,200,200,1,N,,,,no,,,
p1074_35556039563135_K097,Jimi Anne Lawrence,official,"Director, Illinois Department of Children and Family Services",neutral,high,200,200,200,1,N,,,,no,,,
p1074_35556039563135_K044,Board of Vocational Rehabilitation - Division of Vocational Rehabilitation,agency,State clearinghouse agency / draft EIS commenter,neutral,high,203,203,203,1,N,,,,no,,,
p1074_35556039563135_K088,Division of Vocational Rehabilitation,agency,Illinois state agency reviewer,neutral,high,203,203,203,1,N,,,,no,,,
p1074_35556039563135_K096,James F. Walker,official,"Official, Comprehensive State Health Planning Agency",neutral,high,204,204,204,1,N,,,,no,,,
p1074_35556039563135_K065,Illinois Natural History Survey,agency,State clearinghouse agency / draft EIS commenter,in_favor,high,205,205,205,1,N,,,,no,,,
p1074_35556039563135_K092,"George Sprugel, Jr.",official,"Chief, Illinois Natural History Survey",in_favor,high,205,205,205,1,N,,,,no,,,
p1074_35556039563135_K106,Ray C. Dickerson,official,"Director, Natural Resource Development Board / Department of Business and Economic Development, Illinois",neutral,high,206,206,206,1,N,,,,no,,,
p1074_35556039563135_K082,Carolyn A. Kruse,official,"Acting Assistant Administrative Director, Governor's Office of Human Resources",in_favor,high,208,208,208,1,N,,,,no,,,
p1074_35556039563135_K049,Cook County Highway Department,agency,Local agency / draft EIS commenter,in_favor,high,210,211,"210,211",1,N,,,,no,,,
p1074_35556039563135_K095,Hugo J. Stark,official,"Acting Superintendent of Highways, Cook County",in_favor,high,211,211,211,1,N,,,,no,,,
p1074_35556039563135_K105,Ralph G. Johnson,official,"Village President, Village of Park Forest",conditional,high,212,212,212,1,N,,,,no,,,
p1074_35556039563135_K100,Matthew L. Rockwell,official,"Executive Director, Northeastern Illinois Planning Commission",conditional,high,215,215,215,1,N,,,,no,,,
p1074_35556039563135_K091,George R. Bonick,official,"Mayor of Chicago Heights, Illinois",in_favor,high,231,241,"231,241",2,N,,,,no,,,
p1074_35556039563135_K090,Frank E. Glowacki,official,"Corporation Counsel, City of Chicago Heights",conditional,high,232,232,232,2,Y,p1074_35556039563135_R053,226,Illinois Division of Highways,no,,,
p1074_35556039563135_K121,Chicago Heights Human Relations,organization,commenter listed in NIPC project summary,neutral,low,237,237,237,1,N,,,,yes,low_stance_confidence,,
p1074_35556039563135_K127,Park Forest Human Relations,organization,commenter listed in NIPC project summary,neutral,low,237,237,237,1,N,,,,yes,low_stance_confidence,,
p1074_35556039563135_K101,Norman E. Tufford,official,"Executive Director, Northwestern Indiana Regional Planning Commission",neutral,high,240,240,240,1,N,,,,no,,,
p1074_35556039563135_K102,Northwestern Indiana Regional Planning Commission,agency,interstate planning reviewer / commenter,neutral,high,240,240,240,1,Y,p1074_35556039563135_R054,247,Northeastern Illinois Planning Commission,no,,,
p1074_35556039563135_K089,Dudley Onderdonk,official,"Village Planner, Village of Park Forest",in_favor,high,242,242,242,1,N,,,,no,,,
p1074_35556039563135_K110,Don A. Moore,official,"State Senator, 5th District, Illinois State Senate",in_favor,high,243,243,243,1,N,,,,no,,,
p1074_35556039563135_K113,Metropolitan Sanitary District of Greater Chicago,agency,"Regional sanitary district, commenter",neutral,high,245,245,245,1,N,,,,no,,,
p1074_35556039563135_K108,Cook County Planning Commission,agency,"County planning agency, Cook County",neutral,high,246,246,246,1,N,,,,no,,,
p1074_35556039563135_K109,Daniel J. Ferrone,official,"Director, Department of Planning & Development, Cook County",neutral,high,246,246,246,1,N,,,,no,,,
p1074_35556039563135_K111,Frank W. Chesrow,official,"Chairman, Cook County Planning Commission",neutral,high,246,246,246,1,N,,,,no,,,
p1074_35556039563135_K115,United States Department of Agriculture - Forest Service,agency,"Federal agency, commenter on environmental impact",conditional,high,272,272,272,1,N,,,,no,,,
p1074_35556039563135_K116,ALFRED H. TROUTT,official,"Assistant Director, Environmental Protection & Improvement, USDA Forest Service Northeastern Area",conditional,high,272,272,272,1,N,,,,no,,,
p1074_35556039563135_K042,"Benjamin O. Davis, Jr.",official,"Assistant Secretary for Environment, Safety, and Consumer Affairs, U.S. Department of Transportation",neutral,high,274,275,"274,275",1,N,,,,no,,,
p1074_35556039563135_K114,"State of Illinois, Department of Transportation, District 1",agency,"State transportation agency, project proponent",in_favor,high,287,287,287,1,N,,,,no,,,
p1074_35556039563135_K120,Charles Panici,official,"President, Chicago Heights Park District",conditional,high,316,316,316,1,N,,,,yes,quote_not_verbatim,,
p1074_35556039563135_K123,"Department of Conservation, State of Illinois",agency,state historic preservation / archaeological review agency,neutral,high,320,320,320,2,N,,,,no,,,
p1074_35556039563135_K124,John McGuire,official,"State Historic Preservation Officer, Illinois Department of Conservation",neutral,high,320,320,320,1,N,,,,no,,,
p1074_35556039563135_K117,Anthony T. Dean,official,"Director, Illinois Department of Conservation; Historic Preservation Officer",neutral,high,321,321,321,1,N,,,,no,,,
p1074_35556039563135_K129,Harlan H. Edmonds,official,"Director, Illinois State Clearinghouse",in_favor,high,346,346,346,1,N,,,,no,,,
p1074_35556039563135_K130,Illinois Department of Conservation,agency,State agency reviewing proposal,neutral,medium,346,346,346,1,N,,,,no,,,
p1074_35556039563135_K131,Illinois Nature Preserves Commission,agency,State agency reviewing proposal,neutral,medium,346,346,346,1,N,,,,no,,,
p1074_35556039563135_K002,"Assistant Secretary for Environment and Urban Systems, Department of Transportation",official,Federal agency commenter on draft EIS,neutral,low,19,19,19,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K011,"Director, Chicago Area Office Department of Housing and Urban Development",official,Federal agency commenter on draft EIS,neutral,low,19,19,19,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K012,"Director, Cook County Department of Planning and Development",official,Local agency recipient of draft EIS,neutral,low,21,21,21,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K014,"Director, Office of Economic Opportunity",official,Federal agency commenter on draft EIS,neutral,low,19,19,19,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K019,"Mayor, City of Chicago Heights",official,Local government recipient of draft EIS,neutral,low,21,21,21,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K023,"Office of the Secretary, Department of Agriculture",agency,Federal agency commenter on draft EIS,neutral,low,19,19,19,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K024,"President, Village of Matteson",official,Local government recipient of draft EIS,neutral,low,21,21,21,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K025,"President, Village of Olympia Fields",official,Local government recipient of draft EIS,neutral,low,21,21,21,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K027,"Regional Office, Environmental Protection Agency",agency,Federal agency commenter on draft EIS,neutral,low,19,19,19,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K028,Sigmund C. Ziejewski,official,"District Engineer, Illinois Department of Transportation, Division of Highways",neutral,low,12,12,12,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K047,City of Chicago Heights,government,Local municipality / early coordination meeting participant,in_favor,low,14,241,"14,157,225,241",1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K048,Comprehensive State Health Planning Agency,agency,State clearinghouse agency / draft EIS commenter,neutral,low,145,197,"145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,197",1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556039563135_K063,Illinois Bell Telephone Company,organization,Utility company / early coordination meeting participant,neutral,low,157,157,157,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K064,Illinois Central Gulf Railroad,organization,Railroad / early coordination meeting participant,neutral,low,157,157,157,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K074,"United States Department of Agriculture, Soil Conservation Service",agency,Federal agency / draft EIS commenter,neutral,low,145,194,"145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194",1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556039563135_K078,Village of Matteson,government,Local municipality / early coordination meeting participant,neutral,low,21,157,"21,157",1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K125,Matteson Park District,organization,commenter listed in NIPC project summary,neutral,low,237,237,237,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556039563135_K126,Olympia Fields Park District,organization,commenter listed in NIPC project summary,neutral,low,237,237,237,1,N,,,,yes,low_stance_confidence;no_complaints,,
