# doc_id: p0491_35556036091957
# work_id: csv:35556036091957
# title: Off-road vehicles on public lands, implementation of Executive Order 11644 : environmental impact statement.
# n_commenters: 236
# n_complaints: 273
# n_responses: 22
# grade options: correct|minor_issue|wrong|cant_tell
# stance vocab: in_favor|opposed|conditional|neutral
# kind vocab: individual|official|organization|agency|tribe|government|other
# response_pages: resolved by searching source per-page JSON for the response opening_anchor; '?' means anchor did not match any page.

complainer_id,entity,kind,role,stance,stance_confidence,comment_pages_from,comment_pages_to,comment_pages_all,n_complaints,responded,response_ids,response_pages,response_agency,needs_human_review,human_review_reasons,your_grade,your_notes
p0491_35556036091957_K036,"Commission of Outdoor Recreation, Commonwealth of Virginia",agency,state agency commenter,conditional,high,93,93,93,1,N,,,,no,,,
p0491_35556036091957_K052,Rob R. Blackmore,official,"Director, Commission of Outdoor Recreation, Commonwealth of Virginia",conditional,high,93,93,93,1,N,,,,no,,,
p0491_35556036091957_K039,Fred A. Priewert,official,"Director, Iowa Conservation Commission",neutral,high,94,94,94,1,N,,,,no,,,
p0491_35556036091957_K045,Iowa Conservation Commission,agency,state agency commenter,neutral,high,94,94,94,1,N,,,,no,,,
p0491_35556036091957_K048,Oregon Environmental Council,organization,"environmental organization, commenter on draft EIS",conditional,high,95,95,95,1,N,,,,no,,,
p0491_35556036091957_K060,Alaska Conservation Society,organization,commenter,conditional,high,97,97,97,1,N,,,,no,,,
p0491_35556036091957_K070,Ernst Mueller,individual,"President, Alaska Conservation Society",conditional,high,98,98,98,1,N,,,,yes,private_individual,,
p0491_35556036091957_K090,W. Howard Gray,individual,"Chairman, AMC Public Lands Committee",opposed,high,100,100,100,1,N,,,,yes,private_individual,,
p0491_35556036091957_K078,mineral exploration geologists,other,"group of commenters, Tucson Arizona",conditional,high,102,102,102,1,N,,,,no,,,
p0491_35556036091957_K076,"J.A. ""Jim"" Hunter",individual,"President, Fairbanks Environmental Center, Inc.",opposed,high,104,104,104,1,N,,,,yes,private_individual,,
p0491_35556036091957_K071,"Fairbanks Environmental Center, Inc.",organization,commenter,conditional,high,105,105,105,1,N,,,,no,,,
p0491_35556036091957_K069,Environmental Defense Fund,organization,commenter,conditional,high,107,107,107,1,N,,,,no,,,
p0491_35556036091957_K084,Roberta Danzansky,individual,"Administrative Assistant, Environmental Defense Fund",conditional,high,108,108,108,1,N,,,,yes,private_individual,,
p0491_35556036091957_K081,"Nevada Outdoor Recreation Association, Inc.",organization,commenter,conditional,high,109,109,109,1,N,,,,no,,,
p0491_35556036091957_K065,Committee For Environmental Information,organization,"environmental research institution, cited by NORA",opposed,medium,110,110,110,1,N,,,,no,,,
p0491_35556036091957_K063,"Charles S. Watson, Jr.",individual,"Director, Nevada Outdoor Recreation Association, Inc.",conditional,high,112,112,112,1,N,,,,yes,private_individual,,
p0491_35556036091957_K064,City of Wells,government,"municipal government, commenter",opposed,high,113,113,113,1,N,,,,no,,,
p0491_35556036091957_K072,Friends of the Earth,organization,"national conservation organization, commenter",opposed,high,114,114,114,1,N,,,,no,,,
p0491_35556036091957_K077,"John W. Grandy, IV",individual,"Administrative Assistant, Wildlife, National Parks and Conservation Association",conditional,high,120,120,120,1,N,,,,yes,private_individual,,
p0491_35556036091957_K079,National Parks and Conservation Association,organization,"conservation organization, commenter",conditional,high,120,120,120,1,N,,,,no,,,
p0491_35556036091957_K085,Shelley M. Mark,official,"Director, Hawaii Department of Planning and Economic Development",conditional,high,121,121,121,1,N,,,,no,,,
p0491_35556036091957_K087,"State of Hawaii, Department of Planning and Economic Development",agency,"state agency, commenter",conditional,high,121,121,121,1,N,,,,no,,,
p0491_35556036091957_K059,Alabama Development Office,agency,"state clearinghouse, commenter",neutral,medium,123,123,123,1,N,,,,no,,,
p0491_35556036091957_K073,Game and Fish Division,agency,Alabama state agency reviewer,conditional,high,124,124,124,1,N,,,,no,,,
p0491_35556036091957_K075,H. T. Schassberger,individual,"Manager, Western Exploration, AMAX Exploration, Inc.",conditional,high,127,127,127,1,N,,,,yes,private_individual,,
p0491_35556036091957_K088,"State of Wisconsin, Department of Natural Resources",agency,"state agency, commenter",conditional,high,130,130,130,1,N,,,,no,,,
p0491_35556036091957_K089,W. C. Walker,individual,"Senior Staff Geologist, mineral exploration company (Douglas, Arizona)",opposed,high,131,131,131,1,N,,,,yes,private_individual,,
p0491_35556036091957_K091,Wilson M. Laird,individual,"Director, Committee on Exploration, American Petroleum Institute",opposed,high,134,134,134,1,N,,,,yes,private_individual,,
p0491_35556036091957_K067,David G. Talbot,official,"State Parks Superintendent, Oregon",conditional,medium,135,135,135,1,N,,,,no,,,
p0491_35556036091957_K074,George M. Baldwin,official,"Administrator of Highways, Oregon State Highway Division",conditional,medium,135,135,135,1,N,,,,no,,,
p0491_35556036091957_K083,Oregon State Highway Division,agency,"state agency, commenter",conditional,medium,135,135,135,1,N,,,,no,,,
p0491_35556036091957_K062,Charles Clayton,individual,"Publisher, Cycle News, Inc.",conditional,high,136,136,136,1,N,,,,yes,private_individual,,
p0491_35556036091957_K066,"Cycle News, Inc.",organization,"motorcycle press publisher, commenter",conditional,high,136,136,136,1,N,,,,no,,,
p0491_35556036091957_K068,David R. Cole,individual,"Manager, Colorado Mining Association",opposed,medium,138,138,138,1,N,,,,yes,private_individual,,
p0491_35556036091957_K061,Bonnie E. Austin,individual,"Associate Planner, North Dakota State Intergovernmental Clearinghouse",neutral,medium,139,139,139,1,N,,,,yes,private_individual,,
p0491_35556036091957_K082,North Dakota State Highway Department,agency,state agency reviewer,conditional,medium,140,140,140,1,N,,,,no,,,
p0491_35556036091957_K108,Nebraska Game and Parks Commission,organization,state agency commenter,conditional,high,145,145,145,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K124,Willard R. Barbee,official,"Director, Nebraska Game and Parks Commission",conditional,high,145,145,145,1,N,,,,no,,,
p0491_35556036091957_K101,Federal Communications Commission,agency,federal agency commenter,conditional,high,146,146,146,1,N,,,,no,,,
p0491_35556036091957_K095,Commissioner Nicholas Johnson,official,"Commissioner, Federal Communications Commission",conditional,low,147,147,147,1,N,,,,yes,low_stance_confidence,,
p0491_35556036091957_K097,David Morgan,individual,"Planner, Bureau of Outdoor Recreation, Office of Federal-State Relations, West Virginia",conditional,medium,147,147,147,1,N,,,,yes,private_individual;quote_not_verbatim,,
p0491_35556036091957_K113,Robert V. Barill,official,"Deputy Director, Office of Federal-State Relations, West Virginia",neutral,high,148,148,148,1,N,,,,no,,,
p0491_35556036091957_K100,Department of Defense,agency,federal agency commenter,in_favor,high,151,151,151,1,N,,,,no,,,
p0491_35556036091957_K119,Stewart R. Wallace,individual,"President, Mine Finders, Inc.; professional geologist",opposed,high,152,152,152,1,N,,,,yes,private_individual,,
p0491_35556036091957_K098,David W. King,official,"Director, State Planning Office, New Mexico",conditional,high,154,154,154,1,N,,,,no,,,
p0491_35556036091957_K096,Continental Oil Company,organization,"mineral/oil company, commenter",conditional,high,158,158,158,2,N,,,,no,,,
p0491_35556036091957_K111,R. C. Mebres II,individual,"Geologist, Continental Oil Company, Tucson",conditional,high,158,158,158,1,N,,,,yes,private_individual,,
p0491_35556036091957_K110,R. C. Barbley,individual,"District Geologist, Continental Oil Company, Tucson",opposed,high,159,159,159,1,N,,,,yes,private_individual,,
p0491_35556036091957_K109,North Carolina Recreation Task Force,organization,"inter-agency committee, North Carolina",neutral,high,160,160,160,1,N,,,,no,,,
p0491_35556036091957_K112,Randolph Hendricks,official,"Planning Coordinator, State of North Carolina Department of Administration",conditional,high,160,160,160,1,N,,,,no,,,
p0491_35556036091957_K122,The Desert Protective Council,organization,"non-profit organization, commenter",opposed,medium,160,161,"160,161",1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K116,State of Missouri Department of Community Affairs,agency,"state agency, State Clearinghouse",neutral,high,162,162,162,1,N,,,,no,,,
p0491_35556036091957_K121,Terry L. Rehma,official,"State Clearinghouse Coordinator, Missouri",neutral,high,162,162,162,1,N,,,,no,,,
p0491_35556036091957_K125,William Denneen,individual,"commenter, Allan Hancock College",opposed,high,163,163,163,1,N,,,,yes,private_individual,,
p0491_35556036091957_K092,Alexander M. Taft,official,"Director of Comprehensive Planning, State of New Hampshire",in_favor,high,164,164,164,1,N,,,,no,,,
p0491_35556036091957_K105,Mary Louise Hancock,official,"Director, State Planning, New Hampshire",conditional,high,165,165,165,1,N,,,,no,,,
p0491_35556036091957_K117,State of New Hampshire,government,state government commenter,conditional,high,165,165,165,2,N,,,,no,,,
p0491_35556036091957_K120,Terrest H. Bunford,official,"Director, Air Pollution Control Agency, New Hampshire Department of Health & Welfare",conditional,high,166,166,166,1,N,,,,no,,,
p0491_35556036091957_K093,Bernard W. Corson,official,"Director, Fish and Game, New Hampshire",conditional,high,167,167,167,1,N,,,,no,,,
p0491_35556036091957_K115,Sierra Club,organization,"environmental organization, commenter",opposed,high,171,181,"171,172,173,174,175,176,177,178,179,180,181",2,N,,,,no,,,
p0491_35556036091957_K106,Michael McCloskey,official,"Executive Director, Sierra Club",opposed,high,172,172,172,2,N,,,,no,,,
p0491_35556036091957_K123,Western Rockhound Association,organization,"hobbyist/outdoors organization, commenter",conditional,high,174,174,174,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K094,California Department of Fish and Game,agency,state agency referenced in Sierra Club comments,opposed,medium,176,176,176,1,N,,,,no,,,
p0491_35556036091957_K102,Gordon E. Harmston,official,"Executive Director, Utah Department of Natural Resources",conditional,high,178,178,178,1,N,,,,no,,,
p0491_35556036091957_K118,State of Utah,government,state government commenter,conditional,high,178,178,178,1,N,,,,no,,,
p0491_35556036091957_K099,Department of Commerce,agency,federal agency commenter,neutral,high,180,180,180,1,N,,,,no,,,
p0491_35556036091957_K114,Sidney P. Galler,official,"Deputy Assistant Secretary for Environmental Affairs, Department of Commerce",conditional,high,180,180,180,1,N,,,,no,,,
p0491_35556036091957_K103,Herman Sharp,individual,"First Vice-President, Western Rockhound Association",conditional,high,183,183,183,1,N,,,,yes,private_individual,,
p0491_35556036091957_K107,Min Thin Keller,individual,"commenter, River Falls, Wisconsin",opposed,high,186,186,186,1,N,,,,yes,private_individual,,
p0491_35556036091957_K104,Las Vegas Review-Journal,organization,"newspaper, commenter",in_favor,high,187,187,187,1,N,,,,no,,,
p0491_35556036091957_K134,Joe Gaines,individual,"Project Administrator, commenter",conditional,high,193,193,193,1,N,,,,yes,private_individual,,
p0491_35556036091957_K143,Walter L. Criley,individual,commenter,conditional,high,193,193,193,1,N,,,,yes,private_individual,,
p0491_35556036091957_K131,Greg E. Studen,individual,"representative, Grey & Studen, co-signatory",opposed,high,194,204,"194,195,196,197,198,199,200,201,202,203,204",2,N,,,,yes,private_individual,,
p0491_35556036091957_K136,"Natural Resources Defense Council, Inc.",organization,"environmental advocacy organization, commenter",opposed,high,194,204,"194,195,196,197,198,199,200,201,202,203,204",2,N,,,,no,,,
p0491_35556036091957_K142,"Thomas B. Stoel, Jr.",individual,"representative, Natural Resources Defense Council",opposed,high,194,204,"194,195,196,197,198,199,200,201,202,203,204",2,N,,,,yes,private_individual,,
p0491_35556036091957_K159,George C. Gormley,official,Maine Environmental Improvement Commission,in_favor,high,212,215,"212,213,214,215",2,N,,,,no,,,
p0491_35556036091957_K129,George W. Nilsson,individual,"mining lawyer, President Mining Association of Southern California",opposed,high,214,214,214,1,N,,,,yes,private_individual,,
p0491_35556036091957_K137,Richard H. Slavin,official,"Director, Planning and Community Affairs Agency, State of Washington",conditional,medium,215,215,215,1,N,,,,no,,,
p0491_35556036091957_K140,"State of Washington, Planning and Community Affairs Agency",government,"state agency, commenter",conditional,high,215,215,215,1,N,,,,no,,,
p0491_35556036091957_K139,"State of South Dakota, State Planning Agency",government,"state agency, commenter",conditional,high,216,216,216,1,N,,,,no,,,
p0491_35556036091957_K126,"Bureau of Indian Affairs, Office of Planning",agency,"federal agency, commenter",conditional,high,218,218,218,1,N,,,,no,,,
p0491_35556036091957_K127,C. R. Agnew Jr.,individual,"Director, National Campground Owners Association; Member, Executive Committee, Ski Touring Council; commenter",opposed,high,220,220,220,1,N,,,,yes,private_individual,,
p0491_35556036091957_K138,Stanley K. Hathaway,official,Governor of Wyoming,conditional,high,222,222,222,1,N,,,,no,,,
p0491_35556036091957_K141,State of Wyoming,government,"state government, commenter",conditional,high,222,222,222,1,N,,,,no,,,
p0491_35556036091957_K135,Joel L. Frykman,individual,"President, Wyoming-Utah-Nevada Chapter of Outdoors Unlimited, Inc.",in_favor,high,225,225,225,1,N,,,,yes,private_individual,,
p0491_35556036091957_K144,"Wyoming-Utah-Nevada Chapter of Outdoors Unlimited, Inc.",organization,"outdoor recreation organization, commenter",in_favor,high,225,225,225,1,N,,,,no,,,
p0491_35556036091957_K130,Gerald D. Jayne,individual,"President, Idaho Environmental Council",opposed,high,227,227,227,1,N,,,,yes,private_individual;quote_not_verbatim,,
p0491_35556036091957_K132,Idaho Environmental Council,organization,"environmental advocacy organization, commenter",opposed,high,227,227,227,2,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K128,Carl J. Hocevar,individual,"director, Idaho Environmental Council; presenter",opposed,high,229,229,229,1,N,,,,yes,private_individual,,
p0491_35556036091957_K133,Indiana Sassafras Audubon,organization,"environmental/conservation organization, commenter",opposed,high,234,234,234,1,N,,,,no,,,
p0491_35556036091957_K164,John E. Hirten,official,"Assistant Secretary for Environment and Urban Systems (Designate), Office of the Secretary of Transportation",conditional,high,241,241,241,1,N,,,,no,,,
p0491_35556036091957_K176,Office of the Secretary of Transportation,agency,Federal agency reviewer,conditional,high,241,241,241,1,N,,,,no,,,
p0491_35556036091957_K156,"Director, Bureau of Land Management",official,"Director, Bureau of Land Management",conditional,high,243,243,243,1,N,,,,no,,,
p0491_35556036091957_K148,Bureau of Land Management,agency,Federal land management agency reviewer,conditional,high,244,244,244,1,N,,,,no,,,
p0491_35556036091957_K163,James W. Bibb,official,"Director of the Budget, State of Kansas Division of the Budget",neutral,high,249,249,249,1,N,,,,no,,,
p0491_35556036091957_K166,Kansas State Park and Resources Authority,agency,Kansas state agency reviewer,in_favor,medium,250,250,250,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K188,Verne Hart,official,Kansas State Park and Resources Authority,in_favor,medium,250,250,250,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K167,Karen Unsworth,official,"Kansas Department of Economic Development, Planning Division",in_favor,high,251,251,251,1,N,,,,no,,,
p0491_35556036091957_K165,"Kansas Forestry, Fish and Game Commission",agency,Kansas state agency reviewer,in_favor,high,253,253,253,1,N,,,,no,,,
p0491_35556036091957_K175,Mr. Richard Wettersten,official,"Kansas Forestry, Fish and Game Commission",in_favor,high,253,253,253,1,N,,,,no,,,
p0491_35556036091957_K155,Daniel W. Varin,official,"Chief, Statewide Planning, Rhode Island Department of Administration",conditional,high,254,254,254,1,N,,,,no,,,
p0491_35556036091957_K157,Er. Jon Polisle,individual,"Private commenter, St. Paul, Minnesota",opposed,high,255,255,255,1,N,,,,yes,private_individual,,
p0491_35556036091957_K146,A. D. Ropkins Jr.,individual,"Private commenter, Las Vegas, Nevada",conditional,high,256,256,256,1,N,,,,yes,private_individual,,
p0491_35556036091957_K180,Ruth F. Weiner,individual,"Chairman, Department of Physical Sciences; Associate Director, Joint Center for Environmental and Urban Problems, Florida International University",opposed,high,257,257,257,1,N,,,,yes,private_individual,,
p0491_35556036091957_K152,"Colorado Department of Game, Fish and Parks",agency,State wildlife agency,opposed,medium,258,258,258,1,N,,,,no,,,
p0491_35556036091957_K151,Claude E. Hastings,official,"Environmental Protection Coordinator, Georgia Department of Natural Resources, Game and Fish Division",conditional,high,261,261,261,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K161,"Georgia Department of Natural Resources, Game and Fish Division",agency,Georgia state agency reviewer,conditional,high,261,261,261,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K171,Maine Environmental Improvement Commission,agency,Maine state agency reviewer,in_favor,high,261,261,261,2,N,,,,no,,,
p0491_35556036091957_K162,Indiana Department of Natural Resources,agency,Indiana state agency reviewer,conditional,high,267,267,267,1,N,,,,no,,,
p0491_35556036091957_K173,Maryland Department of State Planning,agency,Maryland state clearinghouse reviewer,conditional,high,267,267,267,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K181,S. Donald Durfee,official,"Acting Director, Indiana Department of Natural Resources",conditional,high,267,267,267,1,N,,,,no,,,
p0491_35556036091957_K189,Vladimir Mahbe,official,"Secretary of State Planning, Maryland",conditional,high,267,267,267,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K149,Bureau of Reclamation,agency,Federal agency reviewer,conditional,high,269,269,269,1,N,,,,no,,,
p0491_35556036091957_K153,"Commissioner, Bureau of Reclamation",official,"Commissioner, Bureau of Reclamation, U.S. Department of the Interior",conditional,high,269,269,269,1,N,,,,no,,,
p0491_35556036091957_K160,George Kasparek,official,"Assistant Director, Office of State Planning & Development, Pennsylvania",neutral,high,270,270,270,1,N,,,,no,,,
p0491_35556036091957_K172,Maryland Department of Natural Resources,agency,Maryland state agency reviewer,conditional,medium,272,272,272,1,N,,,,no,,,
p0491_35556036091957_K182,Stan Elmer,official,"Chairman, Environmental Impact Evaluation Committee, Utah Department of Natural Resources",conditional,high,274,284,"274,275,276,277,278,279,280,281,282,283,284",1,N,,,,no,,,
p0491_35556036091957_K184,Utah Department of Natural Resources,agency,Utah state agency reviewer,conditional,high,275,275,275,1,N,,,,no,,,
p0491_35556036091957_K185,Utah Division of Oil and Gas Conservation,agency,Utah state agency,in_favor,medium,275,275,275,1,N,,,,no,,,
p0491_35556036091957_K186,Utah Division of Parks and Recreation,agency,Utah state agency,conditional,high,275,275,275,1,N,,,,no,,,
p0491_35556036091957_K187,Utah Division of Water Resources,agency,Utah state agency,in_favor,medium,275,275,275,1,N,,,,no,,,
p0491_35556036091957_K158,Gary J. White,individual,"Private commenter, Nevada",opposed,high,280,280,280,1,N,,,,yes,private_individual,,
p0491_35556036091957_K170,M. B. Gillespie,individual,"Private commenter, Nevada",opposed,high,280,280,280,1,N,,,,yes,private_individual,,
p0491_35556036091957_K179,Robert Solles,individual,"Private commenter, Nevada",opposed,high,280,280,280,1,N,,,,yes,private_individual,,
p0491_35556036091957_K183,Steven K. Burke,individual,"Private commenter, Nevada",opposed,high,280,280,280,1,N,,,,yes,private_individual,,
p0491_35556036091957_K174,Montebello Ecology Council,organization,Environmental advocacy organization,opposed,high,281,281,281,1,N,,,,no,,,
