# doc_id: p1074_35556036806586
# work_id: csv:35556036806586
# title: Bad Creek pumped storage project : environmental impact statement.
# n_commenters: 98
# n_complaints: 133
# n_responses: 48
# grade options: correct|minor_issue|wrong|cant_tell
# stance vocab: in_favor|opposed|conditional|neutral
# kind vocab: individual|official|organization|agency|tribe|government|other
# response_pages: resolved by searching source per-page JSON for the response opening_anchor; '?' means anchor did not match any page.

complainer_id,entity,kind,role,stance,stance_confidence,comment_pages_from,comment_pages_to,comment_pages_all,n_complaints,responded,response_ids,response_pages,response_agency,needs_human_review,human_review_reasons,your_grade,your_notes
p1074_35556036806586_K024,Dr. Byron Ingram,individual,Clemson University herpetologist and Duke consultant,neutral,medium,107,107,107,2,N,,,,yes,private_individual,,
p1074_35556036806586_K025,FPC Staff,agency,Federal Power Commission Staff conducting independent study of alternative sites,neutral,medium,107,121,"107,121",2,N,,,,no,,,
p1074_35556036806586_K031,"South Carolina Department of Health and Environmental Control, Bureau of Air Quality Control",agency,state air quality monitoring agency,neutral,medium,126,126,126,1,N,,,,yes,quote_not_verbatim,,
p1074_35556036806586_K027,John D. Combes,individual,"archaeologist, Institute of Archeology and Anthropology, University of South Carolina",neutral,medium,129,129,129,1,N,,,,yes,private_individual,,
p1074_35556036806586_K032,State Historic Preservation Officer,official,state historic preservation authority,neutral,medium,129,129,129,1,N,,,,no,,,
p1074_35556036806586_K034,Timmerman,individual,South Carolina Wildlife and Marine Resources Department representative,opposed,medium,140,140,140,1,Y,p1074_35556036806586_R005,140,other,yes,private_individual,,
p1074_35556036806586_K046,"South Carolina Department of Parks, Recreation, and Tourism",agency,State agency providing trail rating classification,neutral,medium,150,150,150,1,N,,,,no,,,
p1074_35556036806586_K047,Staff,agency,FPC Staff,conditional,medium,159,159,159,2,N,,,,no,,,
p1074_35556036806586_K036,Boyne and Ingram,individual,Researchers/commenters on benthic organism protection,conditional,medium,166,166,166,1,Y,p1074_35556036806586_R006,166,other,yes,private_individual,,
p1074_35556036806586_K042,"Langdon, et al.",individual,Researchers on Howard Creek sediment transport,conditional,medium,166,166,166,1,Y,p1074_35556036806586_R007,166,other,yes,private_individual,,
p1074_35556036806586_K045,Simon and Dysart,individual,Researchers recommending storm flow augmentation,conditional,medium,166,166,166,1,Y,p1074_35556036806586_R008,166,other,yes,private_individual,,
p1074_35556036806586_K038,Dr. C. Leland Rodgers,individual,"Chairman, Department of Biology, Furman University; author of flora pamphlet",conditional,medium,175,175,175,1,Y,p1074_35556036806586_R009,175,other,yes,private_individual,,
p1074_35556036806586_K041,"J.E. Green, Jr.",individual,"Botanist, Furman University",neutral,medium,175,175,175,1,N,,,,yes,private_individual,,
p1074_35556036806586_K044,R. A. Cloninger,individual,Forester for the Applicant,neutral,medium,175,175,175,1,N,,,,yes,private_individual,,
p1074_35556036806586_K037,Crescent Land and Timber Corporation,organization,landowner asserting timber management rights in trail corridor,conditional,medium,179,179,179,2,N,,,,no,,,
p1074_35556036806586_K040,"Institute of Archeology and Anthropology, University of South Carolina",organization,Conducting archaeological survey of proposed reservoir area,neutral,medium,181,181,181,1,Y,p1074_35556036806586_R010,181,other,no,,,
p1074_35556036806586_K050,Donald H. Benton,individual,Duke's Vice President-Marketing,in_favor,medium,205,205,205,1,N,,,,yes,private_individual,,
p1074_35556036806586_K058,"National Economic Research Associates, Inc. (NERA)",organization,Contractor engaged by Duke Power Company to study marginal cost economics and peak-load metering,neutral,medium,207,207,207,1,N,,,,no,,,
p1074_35556036806586_K054,Federal Energy Administration,agency,Federal agency sponsoring studies of rate revision and load management,neutral,medium,208,208,208,1,N,,,,no,,,
p1074_35556036806586_K059,Southeastern Electric Reliability Council (SERC),organization,Regional reliability council providing capacity reserve forecasts,neutral,medium,209,209,209,1,N,,,,no,,,
p1074_35556036806586_K048,Corps of Engineers,agency,Federal agency considered as potential developer of Bad Creek site,neutral,medium,212,212,212,1,N,,,,no,,,
p1074_35556036806586_K055,Federal Power Commission,agency,Licensing authority receiving comments from Federal agencies regarding Federal development,neutral,medium,212,212,212,2,N,,,,no,,,
p1074_35556036806586_K052,Edison Electric Institute,organization,Organization conducting study of time-of-day metering and load management,neutral,medium,213,213,213,1,Y,p1074_35556036806586_R011,209,other,yes,quote_not_verbatim,,
p1074_35556036806586_K053,Electric Power Research Institute,organization,Organization conducting study of time-of-day metering and load management,neutral,medium,213,213,213,1,N,,,,yes,quote_not_verbatim,,
p1074_35556036806586_K057,National Association of Regulatory Commissioners (NARUC),organization,Regulatory body that requested major study of time-of-day metering and load management,neutral,medium,213,213,213,1,Y,p1074_35556036806586_R012,209,other,yes,quote_not_verbatim,,
p1074_35556036806586_K056,H. Jesse Grove,individual,"Recreation resource rater (Dysart et al., 1973)",neutral,medium,220,220,220,1,N,,,,yes,private_individual,,
p1074_35556036806586_K051,Dr. Leland Rodgers,individual,Researcher/scientist recommending protective status for Upper Falls of Bearcamp Creek,opposed,medium,223,223,223,1,N,,,,yes,private_individual,,
p1074_35556036806586_K077,SCWMRD,agency,South Carolina Wildlife and Marine Resources Department,opposed,medium,241,241,241,3,Y,p1074_35556036806586_R013;p1074_35556036806586_R014;p1074_35556036806586_R015,237;240;241,other,no,,,
p1074_35556036806586_K080,Trout Unlimited,organization,commenter,opposed,medium,241,241,241,2,Y,p1074_35556036806586_R016;p1074_35556036806586_R017,240;241,other,no,,,
p1074_35556036806586_K066,Interior,agency,U.S. Department of the Interior,conditional,medium,242,242,242,1,Y,p1074_35556036806586_R018,242,other,no,,,
p1074_35556036806586_K065,Deputy Assistant Secretary of the Interior,official,"Deputy Assistant Secretary, U.S. Department of the Interior",conditional,high,256,256,256,1,Y,p1074_35556036806586_R019,255,other,no,,,
p1074_35556036806586_K081,United States Department of the Interior,agency,federal agency commenter,conditional,high,256,256,256,1,Y,p1074_35556036806586_R020,255,other,no,,,
p1074_35556036806586_K061,Charles Custard,official,"Director, Office of Environmental Affairs, Department of Health, Education, and Welfare",neutral,medium,259,259,259,2,N,,,,no,,,
p1074_35556036806586_K064,DEPARTMENT OF THE ARMY,agency,federal agency commenter,neutral,high,260,260,260,1,N,,,,no,,,
p1074_35556036806586_K069,"JOHN R. HILL, JR.",official,"LTC, Corps of Engineers, Assistant Director of Civil Works, Environmental Programs",neutral,high,260,260,260,1,N,,,,no,,,
p1074_35556036806586_K063,DEPARTMENT OF AGRICULTURE,agency,federal agency commenter,neutral,high,261,261,261,1,N,,,,no,,,
p1074_35556036806586_K071,PAUL A. VANDER MYDE,official,"Deputy Assistant Secretary, Department of Agriculture",in_favor,high,261,261,261,1,N,,,,no,,,
p1074_35556036806586_K082,UNITED STATES ENVIRONMENTAL PROTECTION AGENCY REGION IV,agency,federal agency commenter,conditional,high,262,262,262,1,N,,,,no,,,
p1074_35556036806586_K067,Jack E. Ravan,official,"Regional Administrator, EPA Region IV",opposed,high,263,263,263,1,N,,,,no,,,
p1074_35556036806586_K062,Daniel R. Muller,official,"Assistant Director for Environmental Projects, Division of Reactor Licensing, Nuclear Regulatory Commission",in_favor,high,264,264,264,1,N,,,,no,,,
p1074_35556036806586_K083,UNITED STATES NUCLEAR REGULATORY COMMISSION,agency,federal agency commenter,in_favor,high,264,264,264,1,N,,,,no,,,
p1074_35556036806586_K073,Peter A. Krenkel,official,"Director of Environmental Planning, Tennessee Valley Authority",neutral,high,265,265,265,1,N,,,,no,,,
p1074_35556036806586_K068,"James A. Timmerman, Jr.",official,"Executive Director, South Carolina Wildlife and Marine Resources Department",opposed,high,267,267,267,3,Y,p1074_35556036806586_R021;p1074_35556036806586_R022,269;267,other,no,,,
p1074_35556036806586_K074,Randy Geddings,official,"Fisheries Biologist, South Carolina Wildlife and Marine Resources Department",opposed,high,278,278,278,1,Y,p1074_35556036806586_R023,255,other,no,,,
p1074_35556036806586_K076,Rudolph Mitchell,official,"Chairman, South Carolina Public Service Commission",neutral,high,280,280,280,1,Y,p1074_35556036806586_R024,280,other,no,,,
p1074_35556036806586_K079,STATE OF SOUTH CAROLINA THE PUBLIC SERVICE COMMISSION,agency,state regulatory agency commenter,neutral,high,280,280,280,1,Y,p1074_35556036806586_R025,280,other,no,,,
p1074_35556036806586_K060,C. Barry Shedrow,official,"Environmental Analysis Section, Programs Development Division, Bureau of Wastewater & Stream Quality Control, SC DHEC",conditional,high,281,281,281,1,Y,p1074_35556036806586_R026,281,other,no,,,
p1074_35556036806586_K072,Paul W. Cobb,official,"State Highway Engineer, South Carolina State Highway Department",conditional,medium,283,283,283,1,Y,p1074_35556036806586_R027,282,other,yes,quote_not_verbatim,,
p1074_35556036806586_K075,Robert E. Gaillard,official,"Mayor, Walhalla, South Carolina",in_favor,high,283,283,283,1,N,,,,no,,,
p1074_35556036806586_K078,SOUTH CAROLINA STATE HIGHWAY DEPARTMENT,agency,state agency commenter,conditional,medium,283,283,283,1,Y,p1074_35556036806586_R028,282,other,yes,quote_not_verbatim,,
p1074_35556036806586_K070,L. C. Dail,official,"Chief Engineer, Civil-Environmental Division, Duke Power Company",conditional,high,284,294,"284,286,287,288,289,290,291,292,293,294",2,Y,p1074_35556036806586_R030,289,other,no,,,
p1074_35556036806586_K084,W. H. Owen,official,"Vice President, Design Engineering, Duke Power Company",conditional,medium,285,295,"285,286,287,288,289,290,291,292,293,294,295",2,Y,p1074_35556036806586_R029,289,other,no,,,
p1074_35556036806586_K090,"Joseph E. Green, Jr.",individual,botanist/researcher contributing plant survey data,neutral,medium,293,301,"293,301",2,Y,p1074_35556036806586_R031;p1074_35556036806586_R037,293;299,other,yes,private_individual,,
p1074_35556036806586_K085,Billy L. Edge,individual,researcher/author of study on Bad Creek pumped storage effects,neutral,medium,296,302,"296,299,302",3,Y,p1074_35556036806586_R032;p1074_35556036806586_R035;p1074_35556036806586_R038,296;298;303,other,yes,private_individual,,
p1074_35556036806586_K086,Cherokee Foothill Trail Conference,organization,trail organization commenter,conditional,medium,296,296,296,1,Y,p1074_35556036806586_R033,296,other,no,,,
p1074_35556036806586_K087,Don Archer,individual,"Fishery Biologist, South Carolina Wildlife and Marine Resource Department",neutral,medium,296,296,296,1,Y,p1074_35556036806586_R034,296,other,yes,private_individual,,
p1074_35556036806586_K088,Dr. Richard Bruce,individual,"herpetologist, Western Carolina University",neutral,medium,300,300,300,1,Y,p1074_35556036806586_R036,300,other,yes,private_individual,,
p1074_35556036806586_K089,Duke,organization,project applicant (Duke Power Company),conditional,medium,302,304,"302,304",3,Y,p1074_35556036806586_R039;p1074_35556036806586_R040;p1074_35556036806586_R042,302;255;255,other,no,,,
p1074_35556036806586_K091,U. S. Department of the Interior,agency,federal agency commenting on wildlife management,conditional,medium,303,303,303,1,Y,p1074_35556036806586_R041,303,other,no,,,
p1074_35556036806586_K096,South Carolina Chapter of Trout Unlimited,organization,commenter on Draft Environmental Statement,opposed,high,335,353,"335,336,337,345,346,347,348,349,350,351,352,353",4,Y,p1074_35556036806586_R043;p1074_35556036806586_R044;p1074_35556036806586_R045,336;346;355,other,no,,,
p1074_35556036806586_K097,South Carolina Wildlife and Marine Resources,agency,conducting ongoing studies of reproductive and nursery success in lower Howard Creek,opposed,medium,352,352,352,1,N,,,,no,,,
p1074_35556036806586_K093,John J. Weins,individual,"member, LeConte Chapter, Sierra Club",opposed,high,367,367,367,1,Y,p1074_35556036806586_R046,365,other,yes,private_individual,,
p1074_35556036806586_K094,LeConte Chapter of the Sierra Club,organization,commenter on Draft Environmental Impact Statement,opposed,high,367,367,367,2,Y,p1074_35556036806586_R047,365,Federal Power Commission,no,,,
p1074_35556036806586_K092,John J. Hagins,individual,"biologist, Joseph LeConte Chapter, Sierra Club",opposed,high,371,371,371,3,Y,p1074_35556036806586_R048,365,other,yes,private_individual,,
p1074_35556036806586_K002,Department of the Army--Corps of Engineers,agency,Federal agency requested to review draft EIS; responded,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K003,Department of the Interior,agency,Federal agency requested to review draft EIS; responded,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K005,Environmental Protection Agency,agency,Federal agency requested to review draft EIS; responded,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K007,"Joseph Leconte Chapter, Sierra Club",organization,Commenter on draft EIS,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K008,Nuclear Regulatory Commission,agency,Federal agency requested to review draft EIS; responded,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K009,"South Carolina Chapter, Trout Unlimited",organization,Commenter on draft EIS,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K011,South Carolina Department of Highways,agency,State agency requested to review draft EIS; responded,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K012,South Carolina Public Service Commission,agency,State agency requested to review draft EIS; responded,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K013,South Carolina Wildlife and Marine Resources Commission,agency,State agency requested to review draft EIS; responded,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K015,"Town of Walhalla, South Carolina",government,Local agency requested to review draft EIS; responded,neutral,low,1,1,1,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p1074_35556036806586_K017,Applicant,organization,Duke Power Company — project applicant,neutral,low,56,145,"56,98,145",1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556036806586_K022,U.S. Food and Drug Administration (FDA),agency,Federal regulatory agency — setting maximum methylmercury limit for fish,neutral,low,89,89,89,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556036806586_K023,U.S. Forest Service,agency,Federal land management agency — managing Whitewater Falls Scenic Area,neutral,low,53,104,"53,104",1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556036806586_K039,"Foothills Trail Conference, Inc.",organization,Advisory body for hiking trail management,neutral,low,176,176,176,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556036806586_K043,Medical Entomologist of the South Carolina State Board of Health and Environmental Control,official,State health official consulted on insect problems,neutral,low,172,172,172,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556036806586_K049,Crescent Land and Timber Company,organization,Land owner with wildlife management agreement at Bearcamp Creek site,neutral,low,224,224,224,1,N,,,,yes,low_stance_confidence;no_complaints,,
p1074_35556036806586_K095,"Robert F. Martin, P.E.",individual,"commenter, South Carolina Chapter of Trout Unlimited",neutral,low,337,337,337,1,N,,,,yes,private_individual;low_stance_confidence;no_complaints,,
p1074_35556036806586_K098,Warren H. Oven,individual,recipient of memo discussing Bad Creek project alternatives,neutral,low,370,370,370,1,N,,,,yes,private_individual;low_stance_confidence;no_complaints,,
