# doc_id: p1074_35556036525913
# work_id: 
# title: Marijuana eradication project, Pulaski County : environmental impact statement.
# pass: reveal
# source: run_manifest.json
# artifact_stage: v1
# grade options: correct|minor_issue|wrong|cant_tell
# REVEAL PASS (MCAL_PLAN 7 Q5). critic_verdict, critic_failure_tag and critic_notes are shown for META-ANALYSIS ONLY. Fill this sheet only after the blind pass is complete. The Critic's notes are in critic_notes; your_notes is yours.
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote located on the cited page +/-2 (OCR-normalized, mcal/quote_check.py); mixed = partially supported; no = not located.
# your_failure_tag: one tag from the tags[<field>] line below matching this row's field, or blank if your_grade is 'correct'. Leave blank rather than guessing -- an untagged defect is a signal that the taxonomy needs a new code.
# soi_useful (yes|no): fill ONCE, on the summary_of_interest row. Did summary_of_interest tell you something the standard summary.* fields did not? An empty summary_of_interest is a correct result for a routine document, so 'no' on an empty list is not a criticism of the field.
# extracted_value and quote are NOT truncated (MCAL_PLAN 6 acceptance item 4: gradable without opening another file).
# tags[title]: T04_undefined_acronym
# tags[year]: T11_year_ocr_error
# tags[eis_type]: T12_eis_type_confused_with_rod
# tags[lead_agency]: T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator
# tags[summary.overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.project_description]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.affected_community]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.alternatives_overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.environmental_impact]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.public_response]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary_of_interest]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T17_manufactured_salience, T18_salience_duplicates_summary, T19_scope_qualifier_dropped
# tags[alternatives]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T10_alternatives_chapter_missed
# tags[themes]: T03_outside_text_fabrication, T04_undefined_acronym
# tags[location]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T06_geocode_missing, T07_geocode_wrong_specificity, T08_scope_misclassified_national, T09_multi_site_partial_geocode, T14_regional_scope_underspecified
# tags[key_people]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator, T13_pre_1978_nepa_format, T20_role_bucket_underpopulated

field,extracted_value,quote,source_pages,quote_verified,critic_verdict,critic_failure_tag,critic_notes,model_confidence,your_grade,your_failure_tag,your_notes,soi_useful
summary_of_interest[0],"{""claim"": ""The Law Enforcement Assistance Administration — a criminal-justice grant agency, not a land-management or agricultural body — is the National Environmental Policy Act (NEPA) lead for an aerial herbicide spraying program, an unusual pairing of drug enforcement with pesticide application on private farmland."", ""salience_criterion"": ""unusual_impact"", ""page"": 5, ""evidence_quote"": ""The Prosecutor's Office, Winamac, Indiana has requested a $3,000 grant to destroy the marijuana fields in Pulaski County"", ""why_notable"": ""An Environmental Impact Statement (EIS) filed by a law enforcement funding agency to justify aerial 2,4-D spraying is atypical of the environmental review docket, which normally sees such spray programs reviewed by USDA or state agriculture departments.""}","[p.5] The Prosecutor's Office, Winamac, Indiana has requested a $3,000 grant to destroy the marijuana fields in Pulaski County",5,yes,HUMAN_REVIEW,,"This is a genuinely atypical EIS: a 1972 Law Enforcement Assistance Administration statement for aerial 2,4-D spraying of wild marijuana, justified partly by preventing an influx of pickers and by projected arrests. All four entries are grounded in verbatim quotes from the cited pages and reflect substantive atypicalities rather than manufactured salience. The Indiana Stream Pollution Control Boar; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=1.000,,,,
summary_of_interest[1],"{""claim"": ""A stated purpose of the spraying is to prevent an estimated 2,000 marijuana pickers from traveling into the township — meaning the 'impact' being avoided is a human/social influx, not an ecological harm."", ""salience_criterion"": ""unusual_impact"", ""page"": 15, ""evidence_quote"": ""The adverse impact of a transient influx of approximately 2,000 people into this farm community would be eliminated."", ""why_notable"": ""Framing an anticipated crowd of drug harvesters as an environmental impact to be mitigated by herbicide is a distinctive use of National Environmental Policy Act (NEPA) analysis that ties environmental review directly to drug enforcement objectives.""}","[p.15] The adverse impact of a transient influx of approximately 2,000 people into this farm community would be eliminated.",15,yes,HUMAN_REVIEW,,"This is a genuinely atypical EIS: a 1972 Law Enforcement Assistance Administration statement for aerial 2,4-D spraying of wild marijuana, justified partly by preventing an influx of pickers and by projected arrests. All four entries are grounded in verbatim quotes from the cited pages and reflect substantive atypicalities rather than manufactured salience. The Indiana Stream Pollution Control Boar; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=1.000,,,,
summary_of_interest[2],"{""claim"": ""The Indiana Stream Pollution Control Board endorsed the spraying while explicitly conceding that residual effects of 2,4-D on aquatic life had not been evaluated, leaving a known analytical gap in the record."", ""salience_criterion"": ""contested"", ""page"": 25, ""evidence_quote"": ""we believe that the herbicide could be applied as described without having a direct toxic effect on aquatic life. However, residual effects have not yet been evaluated."", ""why_notable"": ""A state water-quality agency signing off on a project while acknowledging unevaluated residual impacts is a substantive qualification of the document's 'insignificant impact' conclusion.""}","[p.25] we believe that the herbicide could be applied as described without having a direct toxic effect on aquatic life. However, residual effects have not yet been evaluated.",25,yes,HUMAN_REVIEW,,"This is a genuinely atypical EIS: a 1972 Law Enforcement Assistance Administration statement for aerial 2,4-D spraying of wild marijuana, justified partly by preventing an influx of pickers and by projected arrests. All four entries are grounded in verbatim quotes from the cited pages and reflect substantive atypicalities rather than manufactured salience. The Indiana Stream Pollution Control Boar; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=1.000,,,,
summary_of_interest[3],"{""claim"": ""The 'no action' alternative is rejected in part on law-enforcement grounds — that letting the hemp mature would produce roughly 200 arrests — rather than on environmental grounds."", ""salience_criterion"": ""novel_alternative"", ""page"": 15, ""evidence_quote"": ""Allowing Hemp to Grow to Maturity (abandoning the project). There would be no immediate change in the environment. However, those individuals who pick the marijuana plants will be subject to arrest and it is estimated that 200 persons will be arrested."", ""why_notable"": ""The document concedes the no-action alternative would cause 'no immediate change in the environment,' then rejects it based on arrest counts — an unusual criterion for dismissing the environmentally preferable option.""}","[p.15] Allowing Hemp to Grow to Maturity (abandoning the project). There would be no immediate change in the environment. However, those individuals who pick the marijuana plants will be subject to arrest and it is estimated that 200 persons will be arrested.",15,yes,HUMAN_REVIEW,,"This is a genuinely atypical EIS: a 1972 Law Enforcement Assistance Administration statement for aerial 2,4-D spraying of wild marijuana, justified partly by preventing an influx of pickers and by projected arrests. All four entries are grounded in verbatim quotes from the cited pages and reflect substantive atypicalities rather than manufactured salience. The Indiana Stream Pollution Control Boar; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=1.000,,,,
alternatives[0],"{""name"": ""Burning"", ""description"": ""Destroying the hemp crop by burning it, which was deemed infeasible due to the muck land substrate that would burn continuously and worsen air quality.""}",[p.14] Burning of the Hemp. This is not a feasible alternative since the acreage involved is mostly muck land which would burn continuously and would lead to increased air pollution.,14,yes,HUMAN_REVIEW,,gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[1],"{""name"": ""Mowing or Tillage"", ""description"": ""Mechanically removing the crop through mowing or tilling the land, ruled out because the area cannot be reached by road equipment.""}",[p.14] Mowing or Tillage of the Acreage. The area is inaccessible to road equipment.,14,yes,HUMAN_REVIEW,,gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[2],"{""name"": ""Improved Law Enforcement"", ""description"": ""Increasing patrols and arrests of trespassers to prevent harvesting of the crop, considered insufficient given that existing personnel could stop only an estimated 10 percent of pickers.""}",[p.14] Improved Law Enforcement Measures to Arrest Trespassers and Provide High Visibility Patrol of Property. The law enforcement personnel necessary to patrol 65 acres of land is presently unavailable. It is estimated that only 10 percent of the pickers can be stopped with existing force.,14,yes,HUMAN_REVIEW,,gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[3],"{""name"": ""Legalization of Marijuana"", ""description"": ""Removing legal prohibitions on marijuana so the crop would no longer be illicit, rejected because such a policy change is outside the agency's authority and could not be enacted within the necessary timeframe.""}",[p.14] Legalization of Marijuana. This is not a viable alternative since removal of legal sanctions is not within the control of this agency.,14,yes,HUMAN_REVIEW,,gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
alternatives[4],"{""name"": ""No Action (Allow Hemp to Mature)"", ""description"": ""Taking no action and allowing the hemp to grow to maturity, which would result in an estimated 200 arrests of pickers, widespread marijuana use, and frustration of national drug policy.""}","[p.15] Allowing Hemp to Grow to Maturity (abandoning the project). There would be no immediate change in the environment. However, those individuals who pick the marijuana plants will be subject to arrest and it is estimated that 200 persons will be arrested.",15,yes,HUMAN_REVIEW,,gate_reason=bucket_degenerate_severe; gated_to_human=true,composite=1.000,,,,
themes,"{""themes"": [""Wildlife and Natural Areas"", ""Governance and Institutional Control""], ""subthemes"": [""Habitat Conservation and Biodiversity"", ""Environmental Regulation and Policy"", ""Human-Wildlife Interactions"", ""Institutional Power and Resource Management""]}",,,,HUMAN_REVIEW,T03_outside_text_fabrication,"The document is an EIS for a marijuana eradication project using herbicide spraying in Indiana farmland ditches, administered by a law enforcement agency. 'Wildlife and Natural Areas' with subthemes 'Habitat Conservation and Biodiversity' and 'Human-Wildlife Interactions' are not supported by the cited pages — the document treats marijuana as a weed/drug crop, not as wildlife or natural area subje; evidence_quote_null_consistent_with_RE_EXTRACT; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.650,,,,
location.places[0],"{""name"": ""Pulaski County, Indiana"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": ""Pulaski County"", ""state"": ""Indiana"", ""country"": null}, ""role"": ""primary""}","[p.5] In Pulaski County, Indiana, there are 65 square acres of wild growing marijuana.",5,yes,HUMAN_REVIEW,,"All primary sites (Pulaski County, Richgrove Township, Indiana Route 39) are supported by verbatim quotes from the cited pages. Reference sites (Jasper Pulaski Game Preserve, Winamac Fish and Game Preserve, Metropolitan Sanitary District, Newton County) are also supported. The geocoded entries resolve at appropriate levels: Pulaski County resolves to county level (with a POI-level result for the c; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[1],"{""name"": ""Richgrove Township"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": ""Pulaski County"", ""state"": ""Indiana"", ""country"": null}, ""role"": ""primary""}",[p.3] The ditches run through Richgrove Township. Richgrove Township is a farmland community.,3,yes,HUMAN_REVIEW,,"All primary sites (Pulaski County, Richgrove Township, Indiana Route 39) are supported by verbatim quotes from the cited pages. Reference sites (Jasper Pulaski Game Preserve, Winamac Fish and Game Preserve, Metropolitan Sanitary District, Newton County) are also supported. The geocoded entries resolve at appropriate levels: Pulaski County resolves to county level (with a POI-level result for the c; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[2],"{""name"": ""Indiana Route 39"", ""admin_hierarchy"": {""poi"": ""Indiana Route 39"", ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": ""Indiana"", ""country"": null}, ""role"": ""primary""}",[p.3] The ditches to be sprayed traverse Indiana Route 39.,3,yes,HUMAN_REVIEW,,"All primary sites (Pulaski County, Richgrove Township, Indiana Route 39) are supported by verbatim quotes from the cited pages. Reference sites (Jasper Pulaski Game Preserve, Winamac Fish and Game Preserve, Metropolitan Sanitary District, Newton County) are also supported. The geocoded entries resolve at appropriate levels: Pulaski County resolves to county level (with a POI-level result for the c; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[3],"{""name"": ""Jasper Pulaski Game Preserve"", ""admin_hierarchy"": {""poi"": ""Jasper Pulaski Came Preserve"", ""neighborhood"": null, ""city"": null, ""county"": ""Pulaski County"", ""state"": ""Indiana"", ""country"": null}, ""role"": ""reference""}",[p.13] Jasper Pulaski Came Preserve which is seven miles northwest of the spray area,13,yes,HUMAN_REVIEW,,"All primary sites (Pulaski County, Richgrove Township, Indiana Route 39) are supported by verbatim quotes from the cited pages. Reference sites (Jasper Pulaski Game Preserve, Winamac Fish and Game Preserve, Metropolitan Sanitary District, Newton County) are also supported. The geocoded entries resolve at appropriate levels: Pulaski County resolves to county level (with a POI-level result for the c; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[4],"{""name"": ""Winamac Fish and Game Preserve"", ""admin_hierarchy"": {""poi"": ""Winamac Fish and Game Preserve"", ""neighborhood"": null, ""city"": ""Winamac"", ""county"": ""Pulaski County"", ""state"": ""Indiana"", ""country"": null}, ""role"": ""reference""}","[p.13] Winamac Fish and Game Preserve, eight miles east of the spray area",13,yes,HUMAN_REVIEW,,"All primary sites (Pulaski County, Richgrove Township, Indiana Route 39) are supported by verbatim quotes from the cited pages. Reference sites (Jasper Pulaski Game Preserve, Winamac Fish and Game Preserve, Metropolitan Sanitary District, Newton County) are also supported. The geocoded entries resolve at appropriate levels: Pulaski County resolves to county level (with a POI-level result for the c; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[5],"{""name"": ""Metropolitan Sanitary District grounds southwest of Chicago"", ""admin_hierarchy"": {""poi"": ""Metropolitan Sanitary District"", ""neighborhood"": null, ""city"": ""Chicago"", ""county"": null, ""state"": ""Illinois"", ""country"": null}, ""role"": ""reference""}",[p.21] For the last two summers our company has used a new technique to treat 600 acres of scattered marijuana growth on Metropolitan Sanitary District grounds southwest of Chicago.,21,yes,HUMAN_REVIEW,,"All primary sites (Pulaski County, Richgrove Township, Indiana Route 39) are supported by verbatim quotes from the cited pages. Reference sites (Jasper Pulaski Game Preserve, Winamac Fish and Game Preserve, Metropolitan Sanitary District, Newton County) are also supported. The geocoded entries resolve at appropriate levels: Pulaski County resolves to county level (with a POI-level result for the c; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
location.places[6],"{""name"": ""Newton County"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": ""Newton County"", ""state"": ""Indiana"", ""country"": null}, ""role"": ""reference""}","[p.25] since some areas of application are in or near State wildlife refuges, particularly in Newton County",25,yes,HUMAN_REVIEW,,"All primary sites (Pulaski County, Richgrove Township, Indiana Route 39) are supported by verbatim quotes from the cited pages. Reference sites (Jasper Pulaski Game Preserve, Winamac Fish and Game Preserve, Metropolitan Sanitary District, Newton County) are also supported. The geocoded entries resolve at appropriate levels: Pulaski County resolves to county level (with a POI-level result for the c; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=1.000,,,,
